Timestamp,Temperatura_Hotend,RPM_Motor_DC,Grosor_Filamento,Estado_Motor_DC,Estado_Fan,Estado_Extrusor,Estado_Heater
0,27.59,0.0,,0,0,0,0
1,27.59,0.0,,0,0,0,0
2,27.59,0.0,,0,0,0,0
3,27.59,0.0,,0,0,0,0
4,27.59,0.0,,0,0,0,0
5,27.59,0.0,,0,0,0,0
6,27.59,0.0,,0,0,0,0
7,27.59,0.0,,0,0,0,0
8,27.59,0.0,,0,0,0,0
9,27.59,0.0,,0,0,0,0
10,27.59,0.0,,0,0,0,1
11,27.59,0.0,,0,0,0,1
12,27.59,0.0,,0,0,0,1
13,28.08,0.0,,0,0,0,1
14,28.55,0.0,,0,0,0,1
15,29.48,0.0,,0,0,0,1
16,29.94,0.0,,0,0,0,1
17,30.82,0.0,,0,0,0,1
18,31.69,0.0,,0,0,0,1
19,32.53,0.0,,0,0,0,1
20,33.75,0.0,,0,0,0,1
21,34.54,0.0,,0,0,0,1
22,35.31,0.0,,0,0,0,1
23,36.44,0.0,,0,0,0,1
24,37.53,0.0,,0,0,0,1
25,38.58,0.0,,0,0,0,1
26,39.61,0.0,,0,0,0,1
27,40.93,0.0,,0,0,0,1
28,41.88,0.0,,0,0,0,1
29,42.82,0.0,,0,0,0,1
30,44.03,0.0,,0,0,0,1
31,45.2,0.0,,0,0,0,1
32,46.06,0.0,,0,0,0,1
33,47.17,0.0,,0,0,0,1
34,48.26,0.0,,0,0,0,1
35,49.31,0.0,,0,0,0,1
36,50.34,0.0,,0,0,0,1
37,51.34,0.0,,0,0,0,1
38,52.57,0.0,,0,0,0,1
39,53.52,0.0,,0,0,0,1
40,54.45,0.0,,0,0,0,1
41,55.59,0.0,,0,0,0,1
42,56.71,0.0,,0,0,0,1
43,57.58,0.0,,0,0,0,1
44,58.65,0.0,,0,0,0,1
45,59.49,0.0,,0,0,0,1
46,60.52,0.0,,0,0,0,1
47,61.53,0.0,,0,0,0,1
48,62.72,0.0,,0,0,0,1
49,63.69,0.0,,0,0,0,1
50,64.64,0.0,,0,0,0,1
51,65.58,0.0,,0,0,0,1
52,66.5,0.0,,0,0,0,1
53,67.59,0.0,,0,0,0,1
54,68.49,0.0,,0,0,0,1
55,69.55,0.0,,0,0,0,1
56,70.41,0.0,,0,0,0,1
57,71.44,0.0,,0,0,0,1
58,72.29,0.0,,0,0,0,1
59,73.29,0.0,,0,0,0,1
60,74.11,0.0,,0,0,0,1
61,75.09,0.0,,0,0,0,1
62,76.06,0.0,,0,0,0,1
63,77.17,0.0,,0,0,0,1
64,77.96,0.0,,0,0,0,1
65,78.9,0.0,,0,0,0,1
66,79.82,0.0,,0,0,0,1
67,80.74,0.0,,0,0,0,1
68,81.65,0.0,,0,0,0,1
69,82.55,0.0,,0,0,0,1
70,83.45,0.0,,0,0,0,1
71,84.34,0.0,,0,0,0,1
72,85.22,0.0,,0,0,0,1
73,86.1,0.0,,0,0,0,1
74,86.97,0.0,,0,0,0,1
75,87.84,0.0,,0,0,0,1
76,88.84,0.0,,0,0,0,1
77,89.7,0.0,,0,0,0,1
78,90.55,0.0,,0,0,0,1
79,91.4,0.0,,0,0,0,1
80,92.25,0.0,,0,0,0,1
81,93.09,0.0,,0,0,0,1
82,94.07,0.0,,0,0,0,1
83,94.77,0.0,,0,0,0,1
84,95.75,0.0,,0,0,0,1
85,96.58,0.0,,0,0,0,1
86,97.27,0.0,,0,0,0,1
87,98.24,0.0,,0,0,0,1
88,99.07,0.0,,0,0,0,1
89,99.77,0.0,,0,0,0,1
90,100.59,0.0,,0,0,0,1
91,101.42,0.0,,0,0,0,1
92,102.25,0.0,,0,0,0,1
93,103.08,0.0,,0,0,0,1
94,103.77,0.0,,0,0,0,1
95,104.6,0.0,,0,0,0,1
96,105.43,0.0,,0,0,0,1
97,106.26,0.0,,0,0,0,1
98,106.96,0.0,,0,0,0,1
99,107.79,0.0,,0,0,0,1
100,108.63,0.0,,0,0,0,1
101,109.47,0.0,,0,0,0,1
102,110.17,0.0,,0,0,0,1
103,111.01,0.0,,0,0,0,1
104,111.71,0.0,,0,0,0,1
105,112.56,0.0,,0,0,0,1
106,113.27,0.0,,0,0,0,1
107,114.12,0.0,,0,0,0,1
108,114.84,0.0,,0,0,0,1
109,115.56,0.0,,0,0,0,1
110,116.28,0.0,,0,0,0,1
111,117.14,0.0,,0,0,0,1
112,117.87,0.0,,0,0,0,1
113,118.6,0.0,,0,0,0,1
114,119.33,0.0,,0,0,0,1
115,120.07,0.0,,0,0,0,1
116,120.81,0.0,,0,0,0,1
117,121.55,0.0,,0,0,0,1
118,122.3,0.0,,0,0,0,1
119,123.06,0.0,,0,0,0,1
120,123.66,0.0,,0,0,0,1
121,124.42,0.0,,0,0,0,1
122,125.19,0.0,,0,0,0,1
123,125.81,0.0,,0,0,0,1
124,126.58,0.0,,0,0,0,1
125,127.21,0.0,,0,0,0,1
126,127.99,0.0,,0,0,0,1
127,128.63,0.0,,0,0,0,1
128,129.42,0.0,,0,0,0,1
129,130.07,0.0,,0,0,0,1
130,130.71,0.0,,0,0,0,1
131,131.36,0.0,,0,0,0,1
132,132.18,0.0,,0,0,0,1
133,132.84,0.0,,0,0,0,1
134,133.51,0.0,,0,0,0,1
135,134.18,0.0,,0,0,0,1
136,134.85,0.0,,0,0,0,1
137,135.54,0.0,,0,0,0,1
138,136.22,0.0,,0,0,0,1
139,136.91,0.0,,0,0,0,1
140,137.61,0.0,,0,0,0,1
141,138.14,0.0,,0,0,0,1
142,138.84,0.0,,0,0,0,1
143,139.38,0.0,,0,0,0,1
144,140.1,0.0,,0,0,0,1
145,140.82,0.0,,0,0,0,1
146,141.37,0.0,,0,0,0,1
147,142.11,0.0,,0,0,0,1
148,142.67,0.0,,0,0,0,1
149,143.23,0.0,,0,0,0,1
150,143.98,0.0,,0,0,0,1
151,144.55,0.0,,0,0,0,1
152,145.32,0.0,,0,0,0,1
153,145.9,0.0,,0,0,0,1
154,146.49,0.0,,0,0,0,1
155,147.08,0.0,,0,0,0,1
156,147.68,0.0,,0,0,0,1
157,148.28,0.0,,0,0,0,1
158,148.68,0.0,,0,0,0,1
159,149.5,0.0,,0,0,0,1
160,149.91,0.0,,0,0,0,1
161,150.53,0.0,,0,0,0,1
162,151.16,0.0,,0,0,0,1
163,151.79,0.0,,0,0,0,1
164,152.43,0.0,,0,0,0,1
165,152.86,0.0,,0,0,0,1
166,153.5,0.0,,0,0,0,1
167,154.16,0.0,,0,0,0,1
168,154.6,0.0,,0,0,0,1
169,155.26,0.0,,0,0,0,1
170,155.71,0.0,,0,0,0,1
171,156.39,0.0,,0,0,0,1
172,157.07,0.0,,0,0,0,1
173,157.53,0.0,,0,0,0,1
174,158.23,0.0,,0,0,0,1
175,158.7,0.0,,0,0,0,1
176,159.41,0.0,,0,0,0,1
177,159.89,0.0,,0,0,0,1
178,160.37,0.0,,0,0,0,1
179,161.1,0.0,,0,0,0,1
180,161.59,0.0,,0,0,0,1
181,162.08,0.0,,0,0,0,1
182,162.58,0.0,,0,0,0,1
183,163.08,0.0,,0,0,0,1
184,163.59,0.0,,0,0,0,1
185,164.1,0.0,,0,0,0,1
186,164.62,0.0,,0,0,0,1
187,165.14,0.0,,0,0,0,1
188,165.66,0.0,,0,0,0,1
189,166.19,0.0,,0,0,0,1
190,166.72,0.0,,0,0,0,1
191,167.26,0.0,,0,0,0,1
192,167.81,0.0,,0,0,0,1
193,168.35,0.0,,0,0,0,1
194,168.63,0.0,,0,0,0,1
195,169.18,0.0,,0,0,0,1
196,169.75,0.0,,0,0,0,1
197,170.31,0.0,,0,0,0,1
198,170.88,0.0,,0,0,0,1
199,171.17,0.0,,0,0,0,1
200,171.75,0.0,,0,0,0,1
201,172.34,0.0,,0,0,0,1
202,172.63,0.0,,0,0,0,1
203,173.23,0.0,,0,0,0,1
204,173.53,0.0,,0,0,0,1
205,174.13,0.0,,0,0,0,1
206,174.74,0.0,,0,0,0,1
207,175.05,0.0,,0,0,0,1
208,175.67,0.0,,0,0,0,1
209,175.98,0.0,,0,0,0,1
210,176.62,0.0,,0,0,0,1
211,176.93,0.0,,0,0,0,1
212,177.57,0.0,,0,0,0,1
