Timestamp,Temperatura_Hotend,RPM_Motor_DC,Grosor_Filamento,Estado_Motor_DC,Estado_Fan,Estado_Extrusor,Estado_Heater
0,28.55,0.0,,0,0,0,0
1,29.02,0.0,,0,0,0,0
2,28.55,0.0,,0,0,0,0
3,29.02,0.0,,0,0,0,0
4,29.02,0.0,,0,0,0,0
5,29.02,0.0,,0,0,0,0
6,28.55,0.0,,0,0,0,0
7,29.02,0.0,,0,0,0,0
8,28.55,0.0,,0,0,0,0
9,28.55,0.0,,0,0,0,0
10,28.55,0.0,,0,0,0,0
11,28.55,0.0,,0,0,0,1
12,28.55,0.0,,0,0,0,1
13,29.02,0.0,,0,0,0,1
14,29.48,0.0,,0,0,0,1
15,29.94,0.0,,0,0,0,1
16,30.82,0.0,,0,0,0,1
17,31.69,0.0,,0,0,0,1
18,32.53,0.0,,0,0,0,1
19,33.35,0.0,,0,0,0,1
20,34.15,0.0,,0,0,0,1
21,35.31,0.0,,0,0,0,1
22,36.07,0.0,,0,0,0,1
23,37.17,0.0,,0,0,0,1
24,38.23,0.0,,0,0,0,1
25,39.27,0.0,,0,0,0,1
26,40.27,0.0,,0,0,0,1
27,41.25,0.0,,0,0,0,1
28,42.51,0.0,,0,0,0,1
29,43.43,0.0,,0,0,0,1
30,44.62,0.0,,0,0,0,1
31,45.78,0.0,,0,0,0,1
32,46.9,0.0,,0,0,0,1
33,47.72,0.0,,0,0,0,1
34,48.79,0.0,,0,0,0,1
35,49.83,0.0,,0,0,0,1
36,50.84,0.0,,0,0,0,1
37,52.08,0.0,,0,0,0,1
38,53.04,0.0,,0,0,0,1
39,53.99,0.0,,0,0,0,1
40,54.91,0.0,,0,0,0,1
41,56.04,0.0,,0,0,0,1
42,56.93,0.0,,0,0,0,1
43,58.01,0.0,,0,0,0,1
44,59.07,0.0,,0,0,0,1
45,60.11,0.0,,0,0,0,1
46,61.13,0.0,,0,0,0,1
47,62.13,0.0,,0,0,0,1
48,63.11,0.0,,0,0,0,1
49,64.07,0.0,,0,0,0,1
50,65.02,0.0,,0,0,0,1
51,65.95,0.0,,0,0,0,1
52,67.05,0.0,,0,0,0,1
53,67.95,0.0,,0,0,0,1
54,68.84,0.0,,0,0,0,1
55,69.89,0.0,,0,0,0,1
56,70.76,0.0,,0,0,0,1
57,71.61,0.0,,0,0,0,1
58,72.62,0.0,,0,0,0,1
59,73.62,0.0,,0,0,0,1
60,74.6,0.0,,0,0,0,1
61,75.42,0.0,,0,0,0,1
62,76.38,0.0,,0,0,0,1
63,77.33,0.0,,0,0,0,1
64,78.27,0.0,,0,0,0,1
65,79.21,0.0,,0,0,0,1
66,80.13,0.0,,0,0,0,1
67,80.89,0.0,,0,0,0,1
68,81.95,0.0,,0,0,0,1
69,82.85,0.0,,0,0,0,1
70,83.75,0.0,,0,0,0,1
71,84.63,0.0,,0,0,0,1
72,85.37,0.0,,0,0,0,1
73,86.24,0.0,,0,0,0,1
74,87.11,0.0,,0,0,0,1
75,88.12,0.0,,0,0,0,1
76,88.84,0.0,,0,0,0,1
77,89.84,0.0,,0,0,0,1
78,90.69,0.0,,0,0,0,1
79,91.54,0.0,,0,0,0,1
80,92.39,0.0,,0,0,0,1
81,93.23,0.0,,0,0,0,1
82,94.07,0.0,,0,0,0,1
83,94.91,0.0,,0,0,0,1
84,95.75,0.0,,0,0,0,1
85,96.58,0.0,,0,0,0,1
86,97.41,0.0,,0,0,0,1
87,98.24,0.0,,0,0,0,1
88,99.07,0.0,,0,0,0,1
89,99.9,0.0,,0,0,0,1
90,100.59,0.0,,0,0,0,1
91,101.42,0.0,,0,0,0,1
92,102.25,0.0,,0,0,0,1
93,103.08,0.0,,0,0,0,1
94,103.91,0.0,,0,0,0,1
95,104.74,0.0,,0,0,0,1
96,105.43,0.0,,0,0,0,1
97,106.26,0.0,,0,0,0,1
98,107.1,0.0,,0,0,0,1
99,107.79,0.0,,0,0,0,1
100,108.63,0.0,,0,0,0,1
101,109.47,0.0,,0,0,0,1
102,110.17,0.0,,0,0,0,1
103,111.01,0.0,,0,0,0,1
104,111.71,0.0,,0,0,0,1
105,112.42,0.0,,0,0,0,1
106,113.13,0.0,,0,0,0,1
107,113.98,0.0,,0,0,0,1
108,114.7,0.0,,0,0,0,1
109,115.41,0.0,,0,0,0,1
110,116.13,0.0,,0,0,0,1
111,116.85,0.0,,0,0,0,1
112,117.58,0.0,,0,0,0,1
113,118.31,0.0,,0,0,0,1
114,119.04,0.0,,0,0,0,1
115,119.77,0.0,,0,0,0,1
116,120.51,0.0,,0,0,0,1
117,121.26,0.0,,0,0,0,1
118,122.0,0.0,,0,0,0,1
119,122.6,0.0,,0,0,0,1
120,123.36,0.0,,0,0,0,1
121,124.12,0.0,,0,0,0,1
122,124.88,0.0,,0,0,0,1
123,125.5,0.0,,0,0,0,1
124,126.12,0.0,,0,0,0,1
125,126.9,0.0,,0,0,0,1
126,127.52,0.0,,0,0,0,1
127,128.31,0.0,,0,0,0,1
128,128.95,0.0,,0,0,0,1
129,129.75,0.0,,0,0,0,1
130,130.39,0.0,,0,0,0,1
131,131.04,0.0,,0,0,0,1
132,131.69,0.0,,0,0,0,1
133,132.35,0.0,,0,0,0,1
134,133.18,0.0,,0,0,0,1
135,133.68,0.0,,0,0,0,1
136,134.35,0.0,,0,0,0,1
137,135.02,0.0,,0,0,0,1
138,135.71,0.0,,0,0,0,1
139,136.39,0.0,,0,0,0,1
140,136.91,0.0,,0,0,0,1
141,137.61,0.0,,0,0,0,1
142,138.31,0.0,,0,0,0,1
143,139.02,0.0,,0,0,0,1
144,139.56,0.0,,0,0,0,1
145,140.28,0.0,,0,0,0,1
146,141.0,0.0,,0,0,0,1
147,141.55,0.0,,0,0,0,1
148,142.11,0.0,,0,0,0,1
149,142.85,0.0,,0,0,0,1
150,143.41,0.0,,0,0,0,1
151,143.98,0.0,,0,0,0,1
152,144.74,0.0,,0,0,0,1
153,145.32,0.0,,0,0,0,1
154,145.9,0.0,,0,0,0,1
155,146.49,0.0,,0,0,0,1
156,147.08,0.0,,0,0,0,1
157,147.68,0.0,,0,0,0,1
158,148.28,0.0,,0,0,0,1
159,148.89,0.0,,0,0,0,1
160,149.5,0.0,,0,0,0,1
161,150.11,0.0,,0,0,0,1
162,150.74,0.0,,0,0,0,1
163,151.37,0.0,,0,0,0,1
164,152.0,0.0,,0,0,0,1
165,152.43,0.0,,0,0,0,1
166,153.07,0.0,,0,0,0,1
167,153.72,0.0,,0,0,0,1
168,154.16,0.0,,0,0,0,1
169,154.82,0.0,,0,0,0,1
170,155.26,0.0,,0,0,0,1
171,155.71,0.0,,0,0,0,1
172,156.16,0.0,,0,0,0,1
173,156.62,0.0,,0,0,0,1
174,157.3,0.0,,0,0,0,1
175,157.77,0.0,,0,0,0,1
176,158.23,0.0,,0,0,0,1
177,158.47,0.0,,0,0,0,1
178,159.17,0.0,,0,0,0,1
179,159.41,0.0,,0,0,0,1
180,159.89,0.0,,0,0,0,1
181,160.37,0.0,,0,0,0,1
182,160.85,0.0,,0,0,0,1
183,161.1,0.0,,0,0,0,1
184,161.59,0.0,,0,0,0,1
185,162.08,0.0,,0,0,0,1
186,162.33,0.0,,0,0,0,1
187,162.58,0.0,,0,0,0,1
188,163.08,0.0,,0,0,0,1
189,163.34,0.0,,0,0,0,1
190,163.59,0.0,,0,0,0,1
191,164.1,0.0,,0,0,0,1
192,164.36,0.0,,0,0,0,1
193,164.62,0.0,,0,0,0,1
194,165.14,0.0,,0,0,0,1
