t_ms,pwm,rpm
515700,30,0.0
515800,30,0.0
515900,30,0.0
516000,60,0.0
516100,60,4.1
516200,60,11.0
516300,60,14.9
516400,60,16.8
516500,60,18.1
516600,60,18.9
516700,60,18.9
516800,60,18.5
516900,60,17.0
517000,60,16.1
517100,60,15.9
517200,60,16.1
517300,60,16.2
517400,60,17.1
517500,150,18.5
517600,150,32.4
517700,150,44.8
517800,150,48.0
517900,150,48.3
518000,150,49.2
518100,150,49.7
518200,150,49.4
518300,150,49.6
518400,150,48.3
518500,150,48.3
518600,150,48.7
518700,150,48.7
518800,150,49.4
518900,150,49.5
519000,120,49.2
519100,120,47.7
519200,120,45.9
519300,120,45.5
519400,120,45.9
519500,120,45.9
519600,120,45.4
519700,120,44.5
519800,120,42.5
519900,120,41.5
520000,120,42.6
520100,120,43.4
520200,120,43.5
520300,120,44.3
520400,120,44.4
520500,60,44.1
520600,60,40.3
520700,60,33.9
520800,60,29.5
520900,60,27.0
521000,60,24.7
521100,60,22.7
521200,60,21.7
521300,60,20.8
521400,60,19.9
521500,60,19.4
521600,60,19.4
521700,60,20.2
521800,60,20.3
521900,60,20.5
522000,150,21.3
522100,150,34.1
522200,150,44.9
522300,150,48.6
522400,150,49.4
522500,150,49.1
522600,150,50.1
522700,150,50.1
522800,150,49.4
522900,150,49.4
523000,150,47.8
523100,150,46.9
523200,150,48.2
523300,150,48.9
523400,150,48.6
523500,30,49.5
523600,30,42.7
523700,30,31.4
523800,30,23.2
523900,30,16.5
524000,30,11.2
524100,30,7.4
524200,30,4.3
524300,30,1.9
524400,30,0.6
524500,30,0.0
524600,30,0.0
524700,30,0.0
524800,30,0.0
524900,30,0.0
525000,120,0.0
525100,120,16.6
525200,120,34.8
525300,120,40.8
525400,120,42.1
525500,120,42.6
525600,120,43.0
525700,120,43.2
525800,120,44.3
525900,120,44.3
526000,120,44.0
526100,120,44.8
526200,120,44.3
526300,120,44.4
526400,120,45.3
526500,60,45.3
526600,60,40.3
526700,60,33.2
526800,60,27.6
526900,60,22.4
527000,60,18.0
527100,60,15.6
527200,60,14.3
527300,60,14.2
527400,60,14.9
527500,60,15.7
527600,60,16.6
527700,60,17.9
527800,60,18.4
527900,60,17.9
528000,30,17.6
528100,30,14.9
528200,30,9.6
528300,30,5.4
528400,30,2.6
528500,30,0.1
528600,30,0.0
528700,30,0.0
528800,30,0.0
528900,30,0.0
529000,30,0.0
529100,30,0.0
529200,30,0.0
529300,30,0.0
529400,30,0.0
529500,120,0.0
529600,120,16.5
529700,120,34.8
529800,120,40.7
529900,120,43.2
530000,120,44.4
530100,120,44.4
530200,120,44.9
530300,120,44.6
530400,120,43.6
530500,120,43.6
530600,120,43.9
530700,120,43.9
530800,120,44.8
530900,120,44.9
531000,60,44.6
531100,60,40.7
531200,60,33.4
531300,60,29.6
531400,60,27.4
531500,60,25.6
531600,60,24.9
531700,60,24.1
531800,60,23.2
531900,60,22.7
532000,60,21.7
532100,60,19.9
532200,60,18.0
532300,60,16.1
532400,60,14.0
532500,30,13.8
532600,30,10.7
532700,30,4.8
532800,30,0.5
532900,30,0.0
533000,30,0.0
533100,30,0.0
533200,30,0.0
533300,30,0.0
533400,30,0.0
533500,30,0.0
533600,30,0.0
533700,30,0.0
533800,30,0.0
533900,30,0.0
534000,120,0.0
534100,120,16.5
534200,120,33.4
534300,120,40.3
534400,120,41.7
534500,120,43.4
534600,120,44.1
534700,120,43.7
534800,120,44.4
534900,120,44.6
535000,120,44.4
535100,120,44.6
535200,120,43.9
535300,120,42.9
535400,120,43.0
535500,150,43.5
535600,150,45.9
535700,150,48.5
535800,150,49.0
535900,150,48.7
536000,150,49.1
536100,150,49.5
536200,150,49.1
536300,150,49.6
536400,150,49.1
536500,150,47.1
536600,150,46.4
536700,150,46.2
536800,150,46.8
536900,150,47.7
537000,120,48.7
537100,120,47.2
537200,120,45.4
537300,120,44.8
537400,120,44.5
537500,120,45.2
537600,120,44.4
537700,120,44.4
537800,120,43.9
537900,120,43.0
538000,120,44.0
538100,120,44.5
538200,120,44.3
538300,120,44.6
538400,120,45.0
538500,30,44.6
538600,30,39.2
538700,30,29.5
538800,30,21.6
538900,30,15.7
539000,30,11.0
539100,30,7.5
539200,30,5.1
539300,30,3.2
539400,30,1.8
539500,30,0.3
539600,30,0.0
539700,30,0.0
539800,30,0.0
539900,30,0.0
540000,90,0.0
540100,90,10.8
540200,90,24.5
540300,90,29.7
540400,90,31.2
540500,90,31.1
540600,90,30.6
540700,90,31.9
540800,90,32.7
540900,90,34.2
541000,90,34.4
541100,90,34.4
541200,90,35.7
541300,90,36.1
541400,90,35.7
541500,120,36.2
541600,120,39.8
541700,120,42.6
541800,120,44.1
541900,120,44.0
542000,120,42.9
542100,120,42.7
542200,120,43.2
542300,120,43.4
542400,120,44.3
542500,120,44.1
542600,120,44.1
542700,120,44.5
542800,120,44.5
542900,120,44.5
543000,90,45.3
543100,90,42.9
543200,90,39.0
543300,90,35.6
543400,90,32.7
543500,90,30.2
543600,90,31.0
543700,90,31.9
543800,90,32.7
543900,90,33.8
544000,90,33.8
544100,90,35.5
544200,90,36.5
544300,90,36.2
544400,90,36.5
544500,120,36.5
544600,120,39.5
544700,120,43.2
544800,120,44.3
544900,120,43.7
545000,120,43.7
545100,120,43.5
545200,120,43.5
545300,120,44.5
545400,120,44.6
545500,120,44.4
545600,120,45.0
545700,120,45.0
545800,120,44.5
545900,120,45.2
546000,30,45.8
546100,30,38.9
546200,30,27.2
546300,30,15.7
546400,30,7.4
546500,30,1.3
546600,30,0.0
546700,30,0.0
546800,30,0.0
546900,30,0.0
547000,30,0.0
547100,30,0.0
547200,30,0.0
547300,30,0.0
547400,30,0.0
547500,150,0.0
547600,150,21.9
547700,150,40.7
547800,150,44.9
547900,150,46.9
548000,150,48.2
548100,150,48.3
548200,150,49.4
548300,150,49.4
548400,150,48.9
548500,150,49.6
548600,150,49.6
548700,150,48.7
548800,150,48.6
548900,150,48.0
549000,30,48.0
549100,30,42.1
549200,30,30.9
549300,30,21.4
549400,30,14.9
549500,30,10.1
549600,30,6.6
549700,30,4.2
549800,30,2.4
549900,30,0.6
550000,30,0.0
550100,30,0.0
550200,30,0.0
550300,30,0.0
550400,30,0.0
550500,90,0.0
550600,90,10.7
550700,90,24.2
550800,90,30.6
550900,90,33.5
551000,90,34.7
551100,90,36.4
551200,90,36.9
551300,90,36.7
551400,90,36.4
551500,90,33.3
551600,90,30.5
551700,90,30.0
551800,90,29.8
551900,90,30.6
552000,60,31.8
552100,60,29.7
552200,60,25.5
552300,60,23.7
552400,60,22.8
552500,60,22.6
552600,60,22.6
552700,60,22.6
552800,60,21.9
552900,60,21.8
553000,60,21.6
553100,60,20.7
553200,60,21.3
553300,60,21.9
553400,60,21.9
553500,30,22.4
553600,30,19.0
553700,30,13.4
553800,30,8.8
553900,30,5.5
554000,30,3.1
554100,30,1.1
554200,30,0.0
554300,30,0.0
554400,30,0.0
554500,30,0.0
554600,30,0.0
554700,30,0.0
554800,30,0.0
554900,30,0.0
555000,60,0.0
555100,60,4.1
555200,60,10.6
555300,60,14.2
555400,60,16.2
555500,60,17.5
555600,60,17.9
555700,60,18.0
555800,60,17.9
555900,60,18.5
556000,60,19.0
556100,60,19.8
556200,60,20.4
556300,60,20.5
556400,60,21.4
556500,30,21.4
556600,30,18.0
556700,30,12.6
556800,30,8.4
556900,30,5.5
557000,30,3.4
557100,30,1.7
557200,30,1.0
557300,30,0.0
557400,30,0.0
557500,30,0.0
557600,30,0.0
557700,30,0.0
557800,30,0.0
557900,30,0.0
558000,120,0.0
558100,120,16.5
558200,120,35.1
558300,120,40.9
558400,120,43.5
558500,120,44.6
558600,120,44.5
558700,120,44.6
558800,120,42.7
558900,120,41.5
559000,120,41.2
559100,120,41.7
559200,120,42.1
559300,120,43.4
559400,120,43.9
559500,30,44.1
559600,30,38.4
559700,30,27.7
559800,30,19.9
559900,30,14.4
560000,30,9.9
560100,30,6.8
560200,30,4.2
560300,30,2.3
560400,30,0.9
560500,30,0.0
560600,30,0.0
560700,30,0.0
560800,30,0.0
560900,30,0.0
561000,90,0.0
561100,90,11.0
561200,90,24.2
561300,90,31.0
561400,90,33.9
561500,90,34.3
561600,90,34.3
561700,90,34.1
561800,90,33.5
561900,90,34.3
562000,90,34.8
562100,90,35.2
562200,90,35.6
562300,90,36.1
562400,90,36.1
562500,120,36.5
562600,120,39.3
562700,120,42.5
562800,120,44.4
562900,120,44.6
563000,120,42.9
563100,120,40.3
563200,120,39.4
563300,120,39.8
563400,120,40.7
563500,120,41.6
563600,120,43.5
563700,120,44.3
563800,120,44.1
563900,120,44.9
564000,90,44.6
564100,90,42.3
564200,90,40.1
564300,90,38.6
564400,90,37.4
564500,90,36.6
564600,90,35.7
564700,90,34.7
564800,90,35.2
564900,90,35.7
565000,90,35.8
565100,90,36.6
565200,90,36.6
565300,90,36.6
565400,90,37.1
565500,60,37.1
565600,60,33.8
565700,60,30.2
565800,60,27.7
565900,60,25.5
566000,60,23.7
566100,60,21.4
566200,60,19.0
566300,60,16.8
566400,60,15.7
566500,60,15.7
566600,60,15.1
566700,60,14.2
566800,60,13.5
566900,60,13.1
567000,30,13.6
567100,30,10.6
567200,30,4.3
567300,30,0.3
567400,30,0.0
567500,30,0.0
567600,30,0.0
567700,30,0.0
567800,30,0.0
567900,30,0.0
568000,30,0.0
568100,30,0.0
568200,30,0.0
568300,30,0.0
568400,30,0.0
568500,150,0.0
568600,150,21.7
568700,150,41.7
568800,150,46.3
568900,150,48.5
569000,150,49.1
569100,150,48.5
569200,150,49.4
569300,150,49.7
569400,150,49.2
569500,150,49.2
569600,150,48.1
569700,150,48.0
569800,150,48.5
569900,150,48.6
570000,90,49.2
570100,90,45.8
570200,90,40.9
570300,90,39.2
570400,90,38.1
570500,90,37.6
570600,90,37.8
570700,90,37.0
570800,90,34.7
570900,90,31.8
571000,90,30.5
571100,90,29.8
571200,90,29.5
571300,90,30.5
571400,90,31.5
571500,60,33.8
571600,60,32.3
571700,60,28.1
571800,60,26.0
571900,60,24.6
572000,60,23.7
572100,60,23.2
572200,60,22.7
572300,60,22.2
572400,60,21.6
572500,60,21.7
572600,60,21.9
572700,60,22.4
572800,60,22.4
572900,60,22.7
573000,90,22.7
573100,90,25.9
573200,90,30.7
573300,90,33.0
573400,90,33.3
573500,90,34.3
573600,90,35.1
573700,90,35.6
573800,90,36.4
573900,90,36.6
574000,90,36.5
574100,90,37.2
574200,90,37.0
574300,90,36.7
574400,90,37.4
574500,150,37.2
574600,150,41.6
574700,150,45.9
574800,150,45.9
574900,150,45.3
575000,150,46.6
575100,150,48.1
575200,150,48.5
575300,150,49.4
575400,150,49.6
575500,150,49.0
575600,150,49.9
575700,150,50.0
575800,150,49.5
575900,150,49.2
576000,30,48.1
576100,30,40.9
576200,30,29.2
576300,30,20.4
576400,30,13.6
576500,30,8.9
576600,30,5.7
576700,30,3.3
576800,30,1.5
576900,30,0.4
577000,30,0.0
577100,30,0.0
577200,30,0.0
577300,30,0.0
577400,30,0.0
577500,60,0.0
577600,60,4.0
577700,60,10.8
577800,60,14.7
577900,60,17.0
578000,60,18.7
578100,60,19.8
578200,60,20.8
578300,60,21.4
578400,60,21.6
578500,60,21.7
578600,60,21.7
578700,60,21.7
578800,60,22.3
578900,60,22.7
579000,90,22.2
579100,90,26.0
579200,90,30.1
579300,90,31.6
579400,90,30.6
579500,90,29.3
579600,90,29.5
579700,90,29.0
579800,90,29.6
579900,90,32.3
580000,90,34.6
580100,90,35.5
580200,90,36.2
580300,90,36.5
580400,90,36.6
580500,120,37.0
580600,120,39.8
580700,120,43.0
580800,120,44.8
580900,120,45.0
581000,120,44.4
581100,120,44.1
581200,120,43.9
581300,120,43.5
581400,120,44.4
581500,120,44.9
581600,120,44.5
581700,120,45.2
581800,120,45.5
581900,120,44.6
582000,90,45.3
582100,90,42.7
582200,90,38.6
582300,90,37.1
582400,90,34.2
582500,90,33.3
582600,90,31.9
582700,90,32.0
582800,90,33.8
582900,90,34.9
583000,90,35.5
583100,90,36.1
583200,90,36.6
583300,90,36.4
583400,90,36.7
583500,30,37.0
583600,30,32.0
583700,30,24.0
583800,30,17.3
583900,30,12.1
584000,30,8.4
584100,30,5.1
584200,30,2.4
584300,30,0.5
584400,30,0.0
584500,30,0.0
584600,30,0.0
584700,30,0.0
584800,30,0.0
584900,30,0.0
585000,150,0.0
585100,150,22.2
585200,150,42.3
585300,150,46.8
585400,150,47.1
585500,150,48.3
585600,150,48.5
585700,150,49.4
585800,150,49.6
585900,150,49.2
586000,150,49.7
586100,150,50.0
586200,150,49.0
586300,150,48.5
586400,150,47.2
586500,30,45.0
586600,30,37.9
586700,30,25.1
586800,30,17.3
586900,30,11.5
587000,30,7.3
587100,30,4.2
587200,30,1.8
587300,30,0.1
587400,30,0.0
587500,30,0.0
587600,30,0.1
587700,30,0.0
587800,30,0.0
587900,30,0.0
588000,120,0.0
588100,120,16.8
588200,120,34.9
588300,120,40.8
588400,120,43.5
588500,120,44.6
588600,120,44.4
588700,120,44.8
588800,120,44.8
588900,120,45.5
589000,120,46.2
589100,120,45.0
589200,120,44.6
589300,120,43.9
589400,120,43.7
589500,30,44.8
589600,30,39.2
589700,30,28.7
589800,30,21.3
589900,30,15.4
590000,30,10.8
590100,30,7.4
590200,30,4.5
590300,30,2.6
590400,30,1.1
590500,30,0.1
590600,30,0.0
590700,30,0.0
590800,30,0.0
590900,30,0.0
591000,60,0.0
591100,60,4.5
591200,60,11.4
591300,60,15.7
591400,60,18.4
591500,60,19.9
591600,60,21.2
591700,60,21.0
591800,60,20.7
591900,60,20.5
592000,60,20.3
592100,60,20.7
592200,60,20.4
592300,60,18.9
592400,60,16.7
592500,150,15.8
592600,150,29.2
592700,150,42.3
592800,150,46.9
592900,150,48.2
593000,150,49.2
593100,150,49.5
593200,150,49.4
593300,150,49.9
593400,150,50.0
593500,150,49.6
593600,150,50.0
593700,150,49.4
593800,150,48.2
593900,150,48.3
594000,30,49.0
594100,30,42.6
594200,30,32.1
594300,30,23.3
594400,30,16.6
594500,30,11.9
594600,30,8.4
594700,30,5.4
594800,30,3.4
594900,30,1.9
595000,30,0.1
595100,30,0.0
595200,30,0.0
595300,30,0.0
595400,30,0.0
595500,150,0.0
595600,150,22.8
595700,150,43.0
595800,150,47.4
595900,150,48.9
596000,150,48.5
596100,150,47.7
596200,150,46.6
596300,150,46.0
596400,150,46.6
596500,150,48.7
596600,150,49.4
596700,150,49.2
596800,150,49.9
596900,150,50.1
597000,120,49.7
597100,120,48.7
597200,120,46.8
597300,120,45.5
597400,120,45.5
597500,120,44.8
597600,120,43.6
597700,120,44.6
597800,120,45.2
597900,120,44.8
598000,120,46.0
598100,120,46.3
598200,120,45.3
598300,120,45.9
598400,120,45.5
598500,150,46.0
598600,150,47.1
598700,150,46.2
598800,150,46.8
598900,150,47.8
599000,150,48.5
599100,150,49.5
599200,150,49.6
599300,150,49.5
599400,150,49.9
599500,150,50.1
599600,150,49.7
599700,150,50.0
599800,150,49.5
599900,150,48.3
600000,60,48.3
600100,60,43.5
600200,60,35.6
600300,60,31.1
600400,60,27.7
600500,60,25.4
600600,60,24.6
600700,60,24.2
600800,60,23.6
600900,60,23.3
601000,60,22.8
601100,60,22.2
601200,60,21.7
601300,60,20.4
601400,60,19.5
601500,150,19.4
601600,150,32.4
601700,150,44.1
601800,150,45.9
601900,150,46.9
602000,150,48.2
602100,150,49.0
602200,150,49.1
602300,150,49.7
602400,150,50.0
602500,150,49.6
602600,150,50.0
602700,150,50.1
602800,150,49.7
602900,150,50.0
603000,30,49.5
603100,30,42.2
603200,30,30.6
603300,30,21.8
603400,30,15.2
603500,30,10.5
603600,30,6.9
603700,30,4.0
603800,30,1.8
603900,30,0.3
604000,30,0.0
604100,30,0.0
604200,30,0.0
604300,30,0.0
604400,30,0.0
604500,120,0.0
604600,120,16.7
604700,120,35.1
604800,120,40.9
604900,120,43.7
605000,120,44.9
605100,120,44.1
605200,120,44.3
605300,120,44.5
605400,120,44.0
605500,120,43.4
605600,120,42.1
605700,120,41.6
605800,120,42.7
605900,120,43.7
606000,90,44.0
606100,90,42.2
606200,90,39.9
606300,90,38.4
606400,90,37.9
606500,90,37.6
606600,90,37.0
606700,90,37.2
606800,90,37.2
606900,90,36.6
607000,90,36.1
607100,90,35.3
607200,90,34.3
607300,90,34.9
607400,90,35.7
607500,30,36.0
607600,30,31.4
607700,30,22.3
607800,30,15.8
607900,30,11.2
608000,30,7.7
608100,30,5.1
608200,30,3.6
608300,30,2.0
608400,30,1.0
608500,30,0.0
608600,30,0.0
608700,30,0.0
608800,30,0.0
608900,30,0.0
609000,60,0.0
609100,60,4.5
609200,60,11.6
609300,60,16.1
609400,60,18.5
609500,60,19.4
609600,60,20.3
609700,60,19.8
609800,60,18.9
609900,60,18.4
610000,60,18.1
610100,60,18.2
610200,60,18.9
610300,60,18.7
610400,60,18.0
610500,30,17.2
610600,30,11.5
610700,30,3.2
610800,30,0.0
610900,30,0.0
611000,30,0.0
611100,30,0.0
611200,30,0.0
611300,30,0.0
611400,30,0.0
611500,30,0.0
611600,30,0.0
611700,30,0.0
611800,30,0.0
611900,30,0.0
612000,90,0.0
612100,90,9.4
612200,90,22.1
612300,90,28.7
612400,90,31.6
612500,90,33.0
612600,90,34.4
612700,90,35.2
612800,90,36.4
612900,90,36.5
613000,90,36.5
613100,90,37.4
613200,90,37.5
613300,90,37.2
613400,90,37.6
613500,150,37.6
613600,150,42.5
613700,150,48.1
613800,150,48.9
613900,150,48.2
614000,150,48.7
614100,150,49.4
614200,150,49.1
614300,150,49.7
614400,150,49.4
614500,150,49.6
614600,150,49.2
614700,150,49.0
614800,150,49.1
614900,150,48.5
615000,120,47.2
615100,120,45.8
615200,120,44.6
615300,120,44.3
615400,120,44.9
615500,120,44.9
615600,120,44.8
615700,120,45.4
615800,120,45.7
615900,120,44.8
616000,120,45.2
616100,120,45.0
616200,120,44.0
616300,120,43.9
616400,120,43.2
616500,60,43.4
616600,60,39.9
616700,60,33.5
616800,60,29.0
616900,60,26.8
617000,60,25.6
617100,60,24.6
617200,60,24.0
617300,60,22.6
617400,60,21.0
617500,60,19.6
617600,60,18.2
617700,60,18.1
617800,60,18.1
617900,60,18.5
618000,120,18.7
618100,120,27.3
618200,120,37.2
618300,120,41.3
618400,120,42.9
618500,120,42.6
618600,120,43.7
618700,120,44.5
618800,120,44.5
618900,120,45.2
619000,120,45.9
619100,120,45.7
619200,120,45.8
619300,120,46.3
619400,120,45.4
619500,60,46.0
619600,60,41.2
619700,60,33.4
619800,60,28.4
619900,60,25.1
620000,60,23.5
620100,60,23.0
620200,60,23.0
620300,60,22.8
620400,60,22.7
620500,60,22.4
620600,60,22.3
620700,60,22.6
620800,60,22.4
620900,60,22.2
621000,30,21.6
621100,30,17.2
621200,30,11.5
621300,30,7.0
621400,30,3.8
621500,30,1.4
621600,30,0.0
621700,30,0.0
621800,30,0.0
621900,30,0.0
622000,30,0.0
622100,30,0.0
622200,30,0.0
622300,30,0.0
622400,30,0.0
622500,120,0.0
622600,120,16.2
622700,120,34.4
622800,120,40.6
622900,120,42.0
623000,120,42.9
623100,120,42.5
623200,120,42.0
623300,120,43.2
623400,120,44.0
623500,120,44.1
623600,120,44.6
623700,120,45.0
623800,120,45.0
623900,120,45.3
624000,90,44.8
624100,90,42.6
624200,90,39.9
624300,90,37.9
624400,90,36.6
624500,90,35.7
624600,90,34.4
624700,90,34.9
624800,90,35.8
624900,90,36.1
625000,90,36.6
625100,90,36.9
625200,90,37.0
625300,90,36.9
625400,90,35.6
625500,30,34.4
625600,30,28.8
625700,30,19.0
625800,30,11.4
625900,30,5.6
626000,30,1.0
626100,30,0.0
626200,30,0.0
626300,30,0.0
626400,30,0.0
626500,30,0.0
626600,30,0.0
626700,30,0.0
626800,30,0.0
626900,30,0.0
627000,60,0.0
627100,60,4.1
627200,60,9.6
627300,60,13.0
627400,60,15.6
627500,60,17.6
627600,60,19.1
627700,60,19.9
627800,60,19.4
627900,60,19.6
628000,60,19.5
628100,60,18.9
628200,60,18.4
628300,60,18.9
628400,60,19.4
628500,120,20.4
628600,120,29.5
628700,120,39.0
628800,120,42.9
628900,120,44.5
629000,120,44.8
629100,120,45.8
629200,120,45.3
629300,120,44.9
629400,120,45.3
629500,120,45.2
629600,120,44.3
629700,120,44.1
629800,120,44.3
629900,120,44.5
630000,150,45.4
630100,150,47.7
630200,150,48.6
630300,150,49.2
630400,150,48.9
630500,150,49.2
630600,150,49.1
630700,150,48.6
630800,150,48.3
630900,150,48.2
631000,150,48.1
631100,150,49.1
631200,150,49.4
631300,150,49.1
631400,150,49.9
631500,120,49.9
631600,120,47.7
631700,120,45.9
631800,120,45.7
631900,120,45.7
632000,120,45.5
632100,120,44.3
632200,120,43.4
632300,120,44.4
632400,120,44.9
632500,120,44.6
632600,120,45.2
632700,120,44.4
632800,120,43.0
632900,120,43.6
633000,90,43.6
633100,90,41.3
633200,90,39.4
633300,90,37.9
633400,90,36.2
633500,90,35.7
633600,90,35.1
633700,90,36.0
633800,90,36.5
633900,90,36.6
634000,90,37.0
634100,90,37.4
634200,90,37.4
634300,90,37.5
634400,90,37.1
634500,30,36.6
634600,30,32.3
634700,30,23.7
634800,30,17.1
634900,30,12.1
635000,30,8.0
635100,30,4.8
635200,30,2.7
635300,30,0.5
635400,30,0.0
635500,30,0.0
635600,30,0.0
635700,30,0.0
635800,30,0.0
635900,30,0.0
636000,60,0.0
636100,60,4.1
636200,60,10.5
636300,60,14.3
636400,60,16.7
636500,60,18.0
636600,60,18.6
636700,60,18.9
636800,60,18.4
636900,60,19.0
637000,60,19.9
637100,60,20.0
637200,60,20.9
637300,60,21.7
637400,60,21.8
637500,90,21.7
637600,90,25.5
637700,90,30.7
637800,90,33.5
637900,90,34.6
638000,90,34.8
638100,90,35.7
638200,90,35.7
638300,90,35.6
638400,90,36.2
638500,90,35.6
638600,90,34.7
638700,90,34.7
638800,90,34.6
638900,90,34.9
639000,60,36.1
639100,60,33.8
639200,60,29.1
639300,60,26.8
639400,60,25.5
639500,60,24.4
639600,60,23.9
639700,60,23.2
639800,60,22.4
639900,60,22.8
640000,60,22.8
640100,60,22.8
640200,60,22.7
640300,60,22.6
640400,60,22.7
640500,30,22.4
640600,30,18.1
640700,30,11.4
640800,30,6.0
640900,30,1.7
641000,30,0.0
641100,30,0.0
641200,30,0.0
641300,30,0.0
641400,30,0.0
641500,30,0.0
641600,30,0.0
641700,30,0.0
641800,30,0.0
641900,30,0.0
642000,150,0.0
642100,150,22.3
642200,150,42.0
642300,150,46.0
642400,150,47.7
642500,150,49.2
642600,150,49.5
642700,150,48.6
642800,150,48.3
642900,150,48.3
643000,150,48.2
643100,150,49.2
643200,150,49.2
643300,150,49.5
643400,150,49.0
643500,60,48.3
643600,60,43.9
643700,60,36.6
643800,60,31.2
643900,60,28.3
644000,60,26.5
644100,60,25.1
644200,60,24.6
644300,60,24.1
644400,60,23.2
644500,60,23.2
644600,60,23.2
644700,60,23.0
644800,60,23.0
644900,60,23.0
645000,90,22.7
645100,90,27.0
645200,90,32.1
645300,90,33.5
645400,90,34.8
645500,90,34.7
645600,90,35.2
645700,90,36.5
645800,90,36.6
645900,90,35.7
646000,90,36.0
646100,90,36.1
646200,90,35.8
646300,90,36.2
646400,90,36.1
646500,60,36.5
646600,60,33.4
646700,60,29.0
646800,60,26.3
646900,60,23.7
647000,60,21.8
647100,60,20.9
647200,60,19.5
647300,60,18.2
647400,60,18.6
647500,60,19.3
647600,60,19.8
647700,60,20.5
647800,60,21.3
647900,60,21.6
648000,120,21.8
648100,120,30.4
648200,120,39.5
648300,120,43.4
648400,120,44.4
648500,120,44.4
648600,120,45.2
648700,120,45.7
648800,120,44.8
648900,120,44.4
649000,120,43.7
649100,120,43.2
649200,120,44.4
649300,120,44.8
649400,120,43.7
649500,150,43.7
649600,150,45.3
649700,150,47.8
649800,150,49.0
649900,150,49.0
650000,150,49.9
650100,150,49.7
650200,150,48.6
650300,150,48.9
650400,150,49.2
650500,150,49.2
650600,150,50.0
650700,150,50.1
650800,150,49.7
650900,150,50.3
651000,120,49.9
651100,120,48.0
651200,120,46.8
651300,120,45.5
651400,120,44.3
651500,120,44.1
651600,120,44.4
651700,120,44.0
651800,120,44.1
651900,120,43.9
652000,120,44.0
652100,120,44.6
652200,120,44.6
652300,120,44.4
652400,120,44.9
652500,60,45.0
652600,60,39.5
652700,60,32.4
652800,60,26.9
652900,60,23.7
653000,60,22.3
653100,60,21.7
653200,60,21.9
653300,60,21.8
653400,60,22.1
653500,60,22.1
653600,60,21.8
653700,60,21.7
653800,60,22.2
653900,60,22.6
654000,30,22.3
654100,30,18.7
654200,30,13.0
654300,30,8.4
654400,30,5.2
654500,30,2.7
654600,30,0.5
654700,30,0.0
654800,30,0.0
654900,30,0.0
655000,30,0.0
655100,30,0.0
655200,30,0.0
655300,30,0.0
655400,30,0.0
655500,60,0.0
655600,60,3.7
655700,60,10.7
655800,60,14.9
655900,60,17.9
656000,60,19.3
656100,60,20.4
656200,60,21.4
656300,60,21.7
656400,60,22.1
656500,60,21.8
656600,60,20.7
656700,60,20.2
656800,60,19.9
656900,60,19.0
657000,30,18.1
657100,30,14.5
657200,30,8.8
657300,30,5.1
657400,30,1.7
657500,30,0.0
657600,30,0.0
657700,30,0.0
657800,30,0.0
657900,30,0.0
658000,30,0.0
658100,30,0.0
658200,30,0.0
658300,30,0.0
658400,30,0.0
658500,120,0.0
658600,120,17.0
658700,120,34.3
658800,120,40.6
658900,120,41.8
659000,120,42.0
659100,120,43.1
659200,120,42.9
659300,120,43.6
659400,120,44.6
659500,120,44.5
659600,120,45.2
659700,120,44.8
659800,120,43.6
659900,120,43.7
660000,60,44.1
660100,60,40.2
660200,60,34.3
660300,60,30.0
660400,60,27.0
660500,60,25.6
660600,60,24.9
660700,60,23.9
660800,60,23.6
660900,60,23.2
661000,60,22.6
661100,60,23.1
661200,60,23.1
661300,60,22.8
661400,60,23.0
661500,30,22.8
661600,30,19.4
661700,30,13.5
661800,30,8.7
661900,30,4.6
662000,30,1.4
662100,30,0.0
662200,30,0.0
662300,30,0.0
662400,30,0.0
662500,30,0.0
662600,30,0.0
662700,30,0.0
662800,30,0.0
662900,30,0.0
663000,60,0.0
663100,60,3.2
663200,60,9.2
663300,60,13.1
663400,60,16.1
663500,60,17.6
663600,60,18.0
663700,60,18.2
663800,60,19.0
663900,60,19.5
664000,60,19.9
664100,60,19.5
664200,60,19.1
664300,60,19.1
664400,60,18.5
664500,150,18.5
664600,150,33.2
664700,150,45.2
664800,150,47.3
664900,150,49.0
665000,150,49.4
665100,150,49.1
665200,150,49.4
665300,150,48.9
665400,150,47.8
665500,150,48.9
665600,150,49.0
665700,150,49.7
665800,150,49.6
665900,150,49.4
666000,30,49.7
666100,30,43.7
666200,30,32.5
666300,30,24.5
666400,30,17.9
666500,30,12.6
666600,30,8.7
666700,30,5.4
666800,30,3.1
666900,30,1.1
667000,30,0.0
667100,30,0.0
667200,30,0.0
667300,30,0.0
667400,30,0.0
667500,90,0.0
667600,90,10.1
667700,90,23.1
667800,90,29.2
667900,90,32.0
668000,90,32.7
668100,90,34.1
668200,90,34.7
668300,90,34.1
668400,90,34.6
668500,90,33.9
668600,90,34.4
668700,90,35.2
668800,90,34.9
668900,90,36.0
669000,60,36.9
669100,60,34.1
669200,60,30.1
669300,60,27.4
669400,60,25.4
669500,60,24.1
669600,60,22.4
669700,60,21.3
669800,60,21.0
669900,60,20.3
670000,60,19.5
670100,60,20.0
670200,60,20.5
670300,60,20.9
670400,60,21.7
670500,120,22.1
670600,120,30.1
670700,120,39.9
670800,120,43.4
670900,120,44.1
671000,120,44.9
