t_ms,pwm_cmd,rpm_actual,pwm_output
726200,30,-24.6
726300,30,-18.6
726400,30,-13.9
726500,30,-10.7
726600,30,-8.3
726700,30,-6.6
726800,30,-5.5
726900,30,-4.7
727000,30,-4.2
727100,30,-3.8
727200,30,-3.7
727300,30,-3.4
727400,30,-3.4
727500,90,-3.3
727600,90,-13.8
727700,90,-26.4
727800,90,-32.1
727900,90,-34.3
728000,90,-36.1
728100,90,-36.7
728200,90,-36.7
728300,90,-37.4
728400,90,-37.5
728500,90,-37.2
728600,90,-37.9
728700,90,-37.9
728800,90,-37.5
728900,90,-37.9
729000,30,-37.9
729100,30,-32.7
729200,30,-24.7
729300,30,-18.5
729400,30,-13.8
729500,30,-10.6
729600,30,-8.2
729700,30,-6.6
729800,30,-5.6
729900,30,-4.6
730000,30,-4.3
730100,30,-4.0
730200,30,-3.7
730300,30,-3.6
730400,30,-3.6
730500,90,-3.4
730600,90,-14.0
730700,90,-26.7
730800,90,-31.9
730900,90,-34.8
731000,90,-36.1
731100,90,-36.4
731200,90,-37.2
731300,90,-37.5
731400,90,-37.2
731500,90,-37.9
731600,90,-37.9
731700,90,-37.5
731800,90,-38.0
731900,90,-37.9
732000,150,-37.5
732100,150,-43.2
732200,150,-48.6
732300,150,-49.1
732400,150,-50.0
732500,150,-50.1
732600,150,-49.6
732700,150,-50.3
732800,150,-49.7
732900,150,-50.3
733000,150,-50.1
733100,150,-49.7
733200,150,-50.3
733300,150,-50.3
733400,150,-49.7
733500,90,-50.3
733600,90,-47.1
733700,90,-42.6
733800,90,-40.6
733900,90,-39.4
734000,90,-38.4
734100,90,-38.5
734200,90,-38.3
734300,90,-37.8
734400,90,-38.0
734500,90,-38.0
734600,90,-37.8
734700,90,-38.1
734800,90,-38.1
734900,90,-37.8
735000,30,-38.1
735100,30,-33.2
735200,30,-24.7
735300,30,-18.9
735400,30,-14.2
735500,30,-10.7
735600,30,-8.5
735700,30,-6.9
735800,30,-5.6
735900,30,-5.0
736000,30,-4.3
736100,30,-4.1
736200,30,-3.8
736300,30,-3.7
736400,30,-3.6
736500,120,-3.6
736600,120,-19.6
736700,120,-36.5
736800,120,-42.0
736900,120,-43.6
737000,120,-45.0
737100,120,-45.4
737200,120,-45.8
737300,120,-45.9
737400,120,-45.9
737500,120,-45.7
737600,120,-46.0
737700,120,-45.9
737800,120,-45.5
737900,120,-46.0
738000,150,-46.0
738100,150,-47.3
738200,150,-49.6
738300,150,-50.0
738400,150,-49.7
738500,150,-50.3
738600,150,-50.4
738700,150,-49.9
738800,150,-50.3
738900,150,-50.3
739000,150,-49.9
739100,150,-50.4
739200,150,-49.9
739300,150,-50.5
739400,150,-50.4
739500,60,-50.1
739600,60,-45.3
739700,60,-37.9
739800,60,-32.7
739900,60,-29.8
740000,60,-27.9
740100,60,-26.4
740200,60,-25.9
740300,60,-25.3
740400,60,-24.7
740500,60,-24.6
740600,60,-24.5
740700,60,-24.1
740800,60,-24.4
740900,60,-24.2
741000,30,-24.1
741100,30,-21.0
741200,30,-15.8
741300,30,-11.9
741400,30,-9.3
741500,30,-7.3
741600,30,-5.9
741700,30,-5.2
741800,30,-4.5
741900,30,-4.2
742000,30,-3.8
742100,30,-3.8
742200,30,-3.6
742300,30,-3.6
742400,30,-3.6
742500,150,-3.4
742600,150,-25.3
742700,150,-43.2
742800,150,-47.7
742900,150,-49.4
743000,150,-49.4
743100,150,-50.1
743200,150,-50.3
743300,150,-49.7
743400,150,-50.4
743500,150,-50.3
743600,150,-49.9
743700,150,-50.4
743800,150,-50.4
743900,150,-49.9
744000,120,-50.5
744100,120,-48.6
744200,120,-46.2
744300,120,-46.3
744400,120,-46.0
744500,120,-45.5
744600,120,-45.9
744700,120,-46.0
744800,120,-45.5
744900,120,-46.0
745000,120,-45.9
745100,120,-45.4
745200,120,-45.9
745300,120,-46.0
745400,120,-45.5
745500,30,-46.0
745600,30,-39.8
745700,30,-30.6
745800,30,-23.0
745900,30,-17.2
746000,30,-13.1
746100,30,-10.1
746200,30,-7.9
746300,30,-6.5
746400,30,-5.4
746500,30,-4.7
746600,30,-4.3
746700,30,-4.0
746800,30,-3.7
746900,30,-3.7
747000,150,-3.6
747100,150,-25.0
747200,150,-43.6
747300,150,-47.8
747400,150,-49.0
747500,150,-50.0
747600,150,-50.3
747700,150,-49.7
747800,150,-50.4
747900,150,-50.4
748000,150,-49.9
748100,150,-50.4
748200,150,-50.4
748300,150,-50.0
748400,150,-50.4
748500,30,-50.5
748600,30,-43.6
748700,30,-33.4
748800,30,-24.9
748900,30,-19.1
749000,30,-14.4
749100,30,-11.1
749200,30,-8.7
749300,30,-7.0
749400,30,-5.7
749500,30,-5.1
749600,30,-4.5
749700,30,-4.2
749800,30,-4.0
749900,30,-3.7
750000,90,-3.7
750100,90,-14.2
750200,90,-26.8
750300,90,-32.3
750400,90,-35.1
750500,90,-36.4
750600,90,-36.5
750700,90,-37.4
750800,90,-37.6
750900,90,-37.5
751000,90,-37.9
751100,90,-37.8
751200,90,-37.4
751300,90,-37.9
751400,90,-37.9
751500,60,-37.6
751600,60,-35.3
751700,60,-31.2
751800,60,-28.2
751900,60,-27.0
752000,60,-25.6
752100,60,-25.4
752200,60,-24.9
752300,60,-24.5
752400,60,-24.4
752500,60,-24.5
752600,60,-24.0
752700,60,-24.2
752800,60,-24.4
752900,60,-24.0
753000,120,-24.2
753100,120,-32.3
753200,120,-40.4
753300,120,-43.7
753400,120,-44.9
753500,120,-45.8
753600,120,-45.8
753700,120,-46.2
753800,120,-45.5
753900,120,-45.9
754000,120,-46.0
754100,120,-45.5
754200,120,-46.0
754300,120,-46.0
754400,120,-45.5
754500,60,-46.0
754600,60,-41.6
754700,60,-34.9
754800,60,-31.2
754900,60,-28.8
755000,60,-26.9
755100,60,-26.1
755200,60,-25.3
755300,60,-25.1
755400,60,-24.9
755500,60,-24.4
755600,60,-24.6
755700,60,-24.5
755800,60,-24.1
755900,60,-24.5
756000,150,-24.4
756100,150,-35.6
756200,150,-46.6
756300,150,-49.4
756400,150,-49.6
756500,150,-50.4
756600,150,-50.4
756700,150,-50.0
756800,150,-50.5
756900,150,-50.5
757000,150,-50.0
757100,150,-50.5
757200,150,-50.5
757300,150,-50.0
757400,150,-50.5
757500,60,-50.5
757600,60,-44.9
757700,60,-37.8
757800,60,-32.9
757900,60,-29.6
758000,60,-27.9
758100,60,-26.8
758200,60,-25.6
758300,60,-25.4
758400,60,-24.9
758500,60,-24.7
758600,60,-24.6
758700,60,-24.2
758800,60,-24.5
758900,60,-24.4
759000,90,-24.2
759100,90,-28.3
759200,90,-33.3
759300,90,-35.5
759400,90,-36.9
759500,90,-37.5
759600,90,-37.4
759700,90,-38.0
759800,90,-38.1
759900,90,-37.8
760000,90,-38.1
760100,90,-38.4
760200,90,-37.9
760300,90,-38.4
760400,90,-38.4
760500,120,-38.0
760600,120,-41.2
760700,120,-44.3
760800,120,-44.9
760900,120,-46.3
761000,120,-45.9
761100,120,-45.5
761200,120,-46.0
761300,120,-46.0
761400,120,-45.5
761500,120,-45.9
761600,120,-45.4
761700,120,-45.9
761800,120,-46.0
761900,120,-45.5
762000,150,-46.0
762100,150,-47.8
762200,150,-49.2
762300,150,-50.3
762400,150,-50.5
762500,150,-50.0
762600,150,-50.6
762700,150,-50.5
762800,150,-50.0
762900,150,-50.6
763000,150,-50.6
763100,150,-50.0
763200,150,-50.5
763300,150,-50.5
763400,150,-50.1
763500,90,-50.6
763600,90,-47.3
763700,90,-42.9
763800,90,-40.8
763900,90,-39.5
764000,90,-38.5
764100,90,-38.5
764200,90,-38.4
764300,90,-38.0
764400,90,-38.4
764500,90,-38.4
764600,90,-37.9
764700,90,-38.3
764800,90,-38.0
764900,90,-38.4
765000,30,-38.4
765100,30,-33.2
765200,30,-25.3
765300,30,-19.1
765400,30,-14.4
765500,30,-11.1
765600,30,-8.8
765700,30,-6.9
765800,30,-5.7
765900,30,-4.8
766000,30,-4.5
766100,30,-4.1
766200,30,-3.8
766300,30,-3.7
766400,30,-3.6
766500,90,-3.6
766600,90,-13.5
766700,90,-26.5
766800,90,-32.1
766900,90,-34.6
767000,90,-36.4
767100,90,-37.0
767200,90,-37.1
767300,90,-37.8
767400,90,-37.9
767500,90,-37.6
767600,90,-38.1
767700,90,-38.3
767800,90,-37.9
767900,90,-38.3
768000,150,-37.9
768100,150,-43.6
768200,150,-48.9
768300,150,-49.5
768400,150,-50.3
768500,150,-50.5
768600,150,-50.0
768700,150,-50.5
768800,150,-50.4
768900,150,-49.9
769000,150,-50.5
769100,150,-50.5
769200,150,-49.9
769300,150,-50.5
769400,150,-50.4
769500,90,-50.0
769600,90,-46.8
769700,90,-42.6
769800,90,-40.1
769900,90,-39.4
770000,90,-38.8
770100,90,-38.1
770200,90,-38.5
770300,90,-38.4
770400,90,-37.9
770500,90,-38.3
770600,90,-38.1
770700,90,-37.8
770800,90,-38.1
770900,90,-38.3
771000,150,-38.0
771100,150,-43.6
771200,150,-47.7
771300,150,-49.9
771400,150,-50.3
771500,150,-49.7
771600,150,-50.4
771700,150,-50.5
771800,150,-50.0
771900,150,-50.5
772000,150,-50.5
772100,150,-50.0
772200,150,-50.4
772300,150,-50.5
772400,150,-49.9
772500,30,-50.5
772600,30,-44.3
772700,30,-33.2
772800,30,-25.5
772900,30,-19.1
773000,30,-14.5
773100,30,-11.2
773200,30,-8.8
773300,30,-7.0
773400,30,-5.9
773500,30,-5.0
773600,30,-4.3
773700,30,-4.1
773800,30,-3.7
773900,30,-3.6
774000,60,-3.4
774100,60,-8.2
774200,60,-14.4
774300,60,-18.2
774400,60,-20.3
774500,60,-21.8
774600,60,-22.6
774700,60,-23.0
774800,60,-23.6
774900,60,-23.7
775000,60,-23.6
775100,60,-24.0
775200,60,-23.9
775300,60,-23.6
775400,60,-24.0
775500,30,-24.0
775600,30,-20.8
775700,30,-15.7
775800,30,-11.9
775900,30,-9.2
776000,30,-7.3
776100,30,-6.1
776200,30,-5.1
776300,30,-4.6
776400,30,-4.2
776500,30,-4.0
776600,30,-3.8
776700,30,-3.7
776800,30,-3.6
776900,30,-3.6
777000,150,-3.6
777100,150,-25.0
777200,150,-43.7
777300,150,-48.5
777400,150,-49.1
777500,150,-50.0
777600,150,-49.6
777700,150,-50.1
777800,150,-50.1
777900,150,-49.6
778000,150,-50.4
778100,150,-50.4
778200,150,-49.7
778300,150,-50.4
778400,150,-50.4
778500,60,-49.9
778600,60,-45.3
778700,60,-37.6
778800,60,-32.4
778900,60,-29.7
779000,60,-27.8
779100,60,-26.4
779200,60,-25.8
779300,60,-25.3
779400,60,-24.6
779500,60,-24.6
779600,60,-24.5
779700,60,-24.1
779800,60,-24.4
779900,60,-24.2
780000,120,-24.1
780100,120,-32.4
780200,120,-40.9
780300,120,-43.5
780400,120,-45.0
780500,120,-46.2
780600,120,-45.4
780700,120,-46.2
780800,120,-45.4
780900,120,-45.9
781000,120,-46.0
781100,120,-45.5
781200,120,-46.0
781300,120,-45.9
781400,120,-45.5
781500,150,-46.0
781600,150,-47.7
781700,150,-49.1
781800,150,-50.1
781900,150,-50.3
782000,150,-49.9
782100,150,-50.4
782200,150,-50.4
782300,150,-50.0
782400,150,-50.5
782500,150,-50.4
782600,150,-49.9
782700,150,-50.4
782800,150,-50.4
782900,150,-49.9
783000,120,-50.5
783100,120,-48.9
783200,120,-46.4
783300,120,-46.4
783400,120,-45.5
783500,120,-45.5
783600,120,-45.9
783700,120,-46.0
783800,120,-45.5
783900,120,-45.9
784000,120,-45.5
784100,120,-45.9
784200,120,-45.9
784300,120,-45.5
784400,120,-46.0
784500,150,-46.0
784600,150,-47.3
784700,150,-49.7
784800,150,-50.3
784900,150,-49.9
785000,150,-50.4
785100,150,-50.5
785200,150,-50.0
785300,150,-50.5
785400,150,-50.5
785500,150,-50.0
785600,150,-50.5
785700,150,-50.5
785800,150,-50.0
785900,150,-50.5
786000,30,-50.6
786100,30,-44.0
786200,30,-33.9
786300,30,-25.6
786400,30,-19.1
786500,30,-14.7
786600,30,-11.4
786700,30,-8.7
786800,30,-6.9
786900,30,-5.7
787000,30,-4.8
787100,30,-4.3
787200,30,-3.8
787300,30,-3.7
787400,30,-3.7
787500,60,-3.3
787600,60,-8.2
787700,60,-14.7
787800,60,-18.1
787900,60,-20.4
788000,60,-21.8
788100,60,-22.3
788200,60,-23.3
788300,60,-23.7
788400,60,-23.5
788500,60,-24.0
788600,60,-24.0
788700,60,-23.9
788800,60,-24.0
