t_ms,pwm,rpm
681700,30,0.1
681800,30,0.0
681900,30,0.0
682000,30,0.0
682100,30,0.0
682200,30,0.0
682300,30,0.0
682400,30,0.0
682500,150,0.0
682600,150,21.4
682700,150,41.5
682800,150,47.3
682900,150,49.4
683000,150,50.0
683100,150,49.9
683200,150,50.4
683300,150,50.3
683400,150,49.9
683500,150,50.4
683600,150,49.6
683700,150,48.7
683800,150,49.5
683900,150,50.0
684000,60,49.6
684100,60,45.3
684200,60,38.0
684300,60,32.8
684400,60,29.7
684500,60,27.7
684600,60,25.8
684700,60,25.3
684800,60,24.5
684900,60,24.0
685000,60,22.7
685100,60,20.8
685200,60,18.7
685300,60,17.3
685400,60,16.5
685500,30,15.7
685600,30,11.0
685700,30,1.9
685800,30,0.0
685900,30,0.0
686000,30,0.0
686100,30,0.0
686200,30,0.0
686300,30,0.0
686400,30,0.0
686500,30,0.0
686600,30,0.0
686700,30,0.0
686800,30,0.0
686900,30,0.0
687000,120,0.0
687100,120,15.1
687200,120,31.6
687300,120,38.9
687400,120,42.0
687500,120,43.4
687600,120,44.6
687700,120,46.0
687800,120,45.5
687900,120,46.0
688000,120,45.4
688100,120,46.0
688200,120,45.8
688300,120,45.4
688400,120,45.0
688500,60,44.1
688600,60,39.5
688700,60,33.7
688800,60,29.7
688900,60,26.4
689000,60,25.3
689100,60,24.6
689200,60,24.1
689300,60,24.0
689400,60,23.6
689500,60,23.2
689600,60,23.3
689700,60,23.2
689800,60,23.1
689900,60,23.3
690000,150,23.2
690100,150,34.1
690200,150,43.9
690300,150,46.2
690400,150,45.3
690500,150,46.6
690600,150,48.1
690700,150,49.2
690800,150,50.0
690900,150,50.3
691000,150,50.0
691100,150,50.3
691200,150,49.9
691300,150,50.6
691400,150,50.4
691500,120,49.2
691600,120,47.7
691700,120,45.5
691800,120,45.7
691900,120,45.7
692000,120,46.3
692100,120,45.4
692200,120,46.0
692300,120,45.9
692400,120,45.4
692500,120,45.9
692600,120,45.9
692700,120,44.3
692800,120,42.9
692900,120,41.8
693000,150,42.5
693100,150,46.3
693200,150,49.0
693300,150,49.6
693400,150,50.3
693500,150,50.3
693600,150,49.9
693700,150,50.5
693800,150,50.4
693900,150,48.9
694000,150,48.9
694100,150,49.0
694200,150,49.0
694300,150,50.0
694400,150,49.6
694500,30,50.5
694600,30,44.6
694700,30,33.7
694800,30,25.5
694900,30,18.5
695000,30,12.6
695100,30,8.3
695200,30,4.3
695300,30,0.9
695400,30,0.0
695500,30,0.0
695600,30,0.0
695700,30,0.0
695800,30,0.0
695900,30,0.0
696000,90,0.0
696100,90,10.1
696200,90,22.8
696300,90,28.8
696400,90,30.9
696500,90,30.7
696600,90,30.6
696700,90,29.7
696800,90,29.2
696900,90,31.4
697000,90,34.2
697100,90,35.6
697200,90,36.7
697300,90,37.1
697400,90,37.1
697500,150,37.9
697600,150,42.9
697700,150,48.1
697800,150,49.9
697900,150,49.9
698000,150,50.0
698100,150,49.5
698200,150,48.7
698300,150,49.7
698400,150,50.1
698500,150,49.6
698600,150,50.4
698700,150,50.6
698800,150,50.0
698900,150,50.4
699000,120,49.9
699100,120,47.3
699200,120,44.5
699300,120,42.7
699400,120,41.5
699500,120,43.1
699600,120,44.5
699700,120,44.4
699800,120,45.5
699900,120,46.3
700000,120,45.4
700100,120,46.0
700200,120,46.0
700300,120,45.3
700400,120,45.9
700500,150,45.8
700600,150,45.9
700700,150,48.3
700800,150,48.9
700900,150,49.9
701000,150,50.1
701100,150,49.9
701200,150,50.4
701300,150,50.5
701400,150,49.2
701500,150,48.9
701600,150,48.3
701700,150,46.3
701800,150,45.7
701900,150,47.6
702000,30,49.0
702100,30,43.9
702200,30,32.8
702300,30,24.1
702400,30,17.7
702500,30,12.9
702600,30,8.8
702700,30,5.6
702800,30,3.2
702900,30,1.1
703000,30,0.0
703100,30,0.0
703200,30,0.0
703300,30,0.0
703400,30,0.0
703500,120,0.0
703600,120,17.0
703700,120,35.5
703800,120,41.3
703900,120,44.3
704000,120,45.3
704100,120,45.3
704200,120,45.3
704300,120,44.1
704400,120,44.5
704500,120,44.9
704600,120,45.2
704700,120,46.3
704800,120,45.9
704900,120,45.5
705000,150,45.9
705100,150,47.4
705200,150,48.3
705300,150,49.6
705400,150,49.0
705500,150,47.2
705600,150,47.2
705700,150,48.6
705800,150,49.1
705900,150,49.7
706000,150,50.3
706100,150,49.9
706200,150,50.4
706300,150,50.4
706400,150,50.0
706500,90,50.3
706600,90,45.7
706700,90,40.1
706800,90,37.8
706900,90,37.0
707000,90,36.6
707100,90,37.2
707200,90,36.9
707300,90,37.5
707400,90,37.9
707500,90,37.6
707600,90,38.0
707700,90,37.5
707800,90,35.5
707900,90,34.8
708000,30,35.2
708100,30,28.6
708200,30,15.9
708300,30,5.6
708400,30,0.0
708500,30,0.0
708600,30,0.0
708700,30,0.0
708800,30,0.0
708900,30,0.0
709000,30,0.0
709100,30,0.0
709200,30,0.0
709300,30,0.0
709400,30,0.0
709500,150,0.0
709600,150,19.8
709700,150,39.8
709800,150,46.2
709900,150,48.3
710000,150,49.7
710100,150,49.7
710200,150,49.6
710300,150,50.4
710400,150,49.9
710500,150,50.4
710600,150,50.4
710700,150,49.7
710800,150,49.7
710900,150,49.2
711000,30,48.9
711100,30,43.5
711200,30,32.8
711300,30,23.7
711400,30,17.0
711500,30,11.7
711600,30,7.9
711700,30,5.0
711800,30,3.1
711900,30,1.0
712000,30,0.1
712100,30,0.0
712200,30,0.0
712300,30,0.0
712400,30,0.0
712500,60,0.0
712600,60,4.2
712700,60,11.5
712800,60,15.7
712900,60,18.6
713000,60,20.4
713100,60,21.0
713200,60,21.8
713300,60,21.4
713400,60,20.4
713500,60,20.2
713600,60,19.9
713700,60,20.7
713800,60,21.3
713900,60,21.0
714000,30,20.3
714100,30,14.0
714200,30,5.0
714300,30,0.1
714400,30,0.0
714500,30,0.0
714600,30,0.0
714700,30,0.0
714800,30,0.0
714900,30,0.0
715000,30,0.0
715100,30,0.0
715200,30,0.0
715300,30,0.0
715400,30,0.0
715500,120,0.0
715600,120,15.1
715700,120,31.8
715800,120,38.0
715900,120,41.2
716000,120,42.9
716100,120,44.5
716200,120,44.6
716300,120,44.6
716400,120,45.8
716500,120,46.4
716600,120,45.3
716700,120,46.2
716800,120,45.4
716900,120,45.8
717000,30,44.9
717100,30,37.2
717200,30,26.8
717300,30,18.6
717400,30,12.5
717500,30,7.9
717600,30,4.2
717700,30,1.3
717800,30,0.0
717900,30,0.0
718000,30,0.0
718100,30,0.0
718200,30,0.0
718300,30,0.0
718400,30,0.0
718500,60,0.0
718600,60,4.1
718700,60,10.6
718800,60,15.1
718900,60,17.5
719000,60,19.1
719100,60,19.8
719200,60,20.4
719300,60,21.4
719400,60,21.9
719500,60,22.3
719600,60,22.8
719700,60,23.0
719800,60,22.4
719900,60,21.6
720000,90,19.5
720100,90,22.3
720200,90,27.7
720300,90,31.4
720400,90,33.4
720500,90,32.5
720600,90,31.8
720700,90,33.3
720800,90,34.2
720900,90,34.7
721000,90,35.8
721100,90,36.6
721200,90,36.5
721300,90,37.1
721400,90,37.5
721500,150,37.5
721600,150,43.2
721700,150,48.3
721800,150,49.1
721900,150,50.1
722000,150,49.6
722100,150,48.7
722200,150,49.2
722300,150,49.7
722400,150,49.5
722500,150,50.0
722600,150,50.3
722700,150,49.7
722800,150,49.9
722900,150,49.4
723000,60,49.2
723100,60,44.1
723200,60,33.7
723300,60,27.3
723400,60,23.1
723500,60,20.4
723600,60,19.9
723700,60,20.2
723800,60,20.3
723900,60,20.9
724000,60,21.6
724100,60,21.4
724200,60,21.4
724300,60,21.6
724400,60,21.7
724500,90,22.3
724600,90,26.9
724700,90,32.0
724800,90,34.8
724900,90,36.1
725000,90,36.5
725100,90,37.2
725200,90,37.4
725300,90,36.4
725400,90,36.0
725500,90,35.2
725600,90,34.8
725700,90,35.7
725800,90,36.4
725900,90,36.5
726000,30,37.1
726100,30,32.4
726200,30,24.1
726300,30,17.9
726400,30,12.5
726500,30,8.4
726600,30,4.8
726700,30,1.9
726800,30,0.0
726900,30,0.0
727000,30,0.0
727100,30,0.0
727200,30,0.0
727300,30,0.0
727400,30,0.0
727500,90,0.0
727600,90,10.5
727700,90,23.9
727800,90,29.1
727900,90,30.4
728000,90,31.9
728100,90,33.8
728200,90,34.6
728300,90,33.8
728400,90,34.1
728500,90,34.4
728600,90,34.9
728700,90,35.6
728800,90,36.1
728900,90,36.9
729000,30,37.0
729100,30,31.9
729200,30,24.0
729300,30,17.6
729400,30,12.4
729500,30,8.8
729600,30,5.7
729700,30,3.4
729800,30,1.7
729900,30,0.0
730000,30,0.0
730100,30,0.0
730200,30,0.0
730300,30,0.0
730400,30,0.0
730500,90,0.0
730600,90,10.5
730700,90,24.6
730800,90,31.1
730900,90,34.4
731000,90,36.0
731100,90,36.6
731200,90,37.2
731300,90,36.7
731400,90,35.8
731500,90,35.8
731600,90,36.1
731700,90,36.2
731800,90,37.1
731900,90,37.2
732000,150,37.1
732100,150,43.1
732200,150,48.1
732300,150,48.3
732400,150,49.2
732500,150,49.5
732600,150,48.7
732700,150,48.2
732800,150,47.6
732900,150,48.7
733000,150,49.5
733100,150,49.2
733200,150,49.7
733300,150,50.1
733400,150,49.6
733500,90,50.1
733600,90,46.8
733700,90,42.1
733800,90,39.8
733900,90,37.5
734000,90,35.8
734100,90,35.5
734200,90,35.8
734300,90,36.0
734400,90,36.9
734500,90,37.0
734600,90,36.9
734700,90,37.8
734800,90,37.8
734900,90,36.5
735000,30,34.7
735100,30,27.6
735200,30,18.0
735300,30,11.2
735400,30,6.5
735500,30,2.8
735600,30,0.3
735700,30,0.0
735800,30,0.0
735900,30,0.0
736000,30,0.0
736100,30,0.0
736200,30,0.0
736300,30,0.0
736400,30,0.0
736500,120,0.0
736600,120,16.1
736700,120,34.3
736800,120,40.7
736900,120,42.5
737000,120,43.5
737100,120,43.7
737200,120,44.1
737300,120,45.0
737400,120,45.3
737500,120,45.3
737600,120,46.3
737700,120,45.8
737800,120,45.5
737900,120,45.9
738000,150,46.0
738100,150,47.1
738200,150,48.7
738300,150,49.0
738400,150,49.0
738500,150,50.0
738600,150,50.1
738700,150,49.6
738800,150,50.0
738900,150,49.6
739000,150,48.9
739100,150,49.5
739200,150,49.0
739300,150,48.7
739400,150,48.5
739500,60,48.3
739600,60,44.1
739700,60,36.7
739800,60,31.1
739900,60,28.1
740000,60,26.4
740100,60,25.1
740200,60,24.9
740300,60,24.2
740400,60,23.6
740500,60,23.5
740600,60,23.0
740700,60,22.4
740800,60,23.0
740900,60,22.8
741000,30,22.7
741100,30,19.5
741200,30,12.9
741300,30,7.1
741400,30,2.2
741500,30,-0.1
741600,30,0.0
741700,30,0.0
741800,30,0.0
741900,30,0.0
742000,30,0.0
742100,30,0.0
742200,30,0.0
742300,30,0.0
742400,30,0.0
742500,150,0.0
742600,150,22.1
742700,150,41.6
742800,150,46.9
742900,150,48.6
743000,150,49.0
743100,150,49.7
743200,150,50.0
743300,150,49.4
743400,150,48.9
743500,150,48.0
743600,150,47.8
743700,150,49.4
743800,150,49.6
743900,150,48.9
744000,120,49.0
744100,120,47.6
744200,120,45.3
744300,120,45.9
744400,120,46.0
744500,120,45.5
744600,120,46.0
744700,120,46.0
744800,120,45.5
744900,120,45.9
745000,120,45.9
745100,120,45.4
745200,120,46.0
745300,120,46.0
745400,120,45.4
745500,30,46.3
745600,30,39.7
745700,30,29.8
745800,30,21.7
745900,30,15.1
746000,30,9.7
746100,30,5.5
746200,30,2.3
746300,30,0.1
746400,30,0.0
746500,30,0.0
746600,30,0.0
746700,30,0.0
746800,30,0.0
746900,30,0.0
747000,150,0.0
747100,150,22.2
747200,150,42.9
747300,150,48.0
747400,150,48.6
747500,150,49.6
747600,150,48.9
747700,150,48.1
747800,150,48.9
747900,150,49.4
748000,150,49.4
748100,150,49.7
748200,150,50.1
748300,150,49.7
748400,150,50.1
748500,30,50.1
748600,30,43.5
748700,30,33.2
748800,30,23.5
748900,30,15.4
749000,30,9.4
749100,30,4.2
749200,30,0.1
749300,30,0.0
749400,30,0.0
749500,30,0.0
749600,30,0.0
749700,30,0.0
749800,30,0.0
749900,30,0.0
750000,90,0.0
750100,90,9.4
750200,90,22.4
750300,90,28.1
750400,90,31.8
750500,90,34.2
750600,90,35.2
750700,90,36.6
750800,90,36.9
750900,90,36.9
751000,90,37.0
751100,90,35.7
751200,90,34.4
751300,90,34.2
751400,90,34.7
751500,60,35.5
751600,60,34.1
751700,60,30.0
751800,60,26.7
751900,60,24.2
752000,60,22.3
752100,60,21.0
752200,60,20.0
752300,60,20.0
752400,60,20.7
752500,60,21.0
752600,60,21.3
752700,60,22.2
752800,60,22.1
752900,60,21.8
753000,120,22.3
753100,120,30.9
753200,120,40.1
753300,120,43.7
753400,120,44.9
753500,120,44.8
753600,120,46.4
753700,120,45.7
753800,120,45.7
753900,120,45.9
754000,120,46.2
754100,120,45.4
754200,120,46.0
754300,120,45.9
754400,120,45.5
754500,60,46.2
754600,60,41.3
754700,60,33.8
754800,60,29.5
754900,60,26.7
755000,60,25.0
755100,60,24.0
755200,60,22.6
755300,60,21.4
755400,60,20.4
755500,60,19.5
755600,60,18.7
755700,60,18.2
755800,60,18.2
755900,60,19.1
756000,150,19.9
756100,150,32.8
756200,150,45.8
756300,150,48.9
756400,150,49.5
756500,150,50.3
756600,150,50.1
756700,150,49.6
756800,150,50.4
756900,150,50.1
757000,150,48.7
757100,150,48.7
757200,150,49.1
757300,150,49.2
757400,150,50.0
757500,60,49.7
757600,60,43.5
757700,60,34.9
757800,60,29.5
757900,60,24.9
758000,60,23.1
758100,60,22.7
758200,60,22.6
758300,60,23.2
758400,60,23.0
758500,60,23.1
758600,60,22.8
758700,60,21.8
758800,60,21.2
758900,60,20.5
759000,90,19.9
759100,90,24.0
759200,90,30.4
759300,90,33.4
759400,90,35.7
759500,90,36.6
759600,90,36.9
759700,90,37.6
759800,90,38.1
759900,90,37.8
760000,90,38.0
760100,90,38.0
760200,90,37.9
760300,90,38.3
760400,90,38.0
760500,120,37.0
760600,120,39.5
760700,120,42.6
760800,120,44.0
760900,120,45.0
761000,120,44.8
761100,120,44.4
761200,120,45.4
761300,120,45.4
761400,120,44.9
761500,120,45.4
761600,120,45.9
761700,120,45.7
761800,120,45.0
761900,120,43.7
762000,150,44.4
762100,150,47.2
762200,150,48.9
762300,150,50.0
762400,150,50.5
762500,150,50.0
762600,150,50.5
762700,150,50.4
762800,150,50.1
762900,150,50.1
763000,150,49.5
763100,150,48.3
763200,150,49.4
763300,150,49.9
763400,150,49.1
763500,90,49.1
763600,90,45.5
763700,90,40.4
763800,90,38.5
763900,90,38.0
764000,90,37.9
764100,90,38.4
764200,90,38.0
764300,90,37.0
764400,90,36.6
764500,90,36.1
764600,90,36.1
764700,90,37.0
764800,90,37.2
764900,90,37.6
765000,30,37.9
765100,30,32.8
765200,30,24.9
765300,30,18.4
765400,30,13.0
765500,30,9.3
765600,30,6.1
765700,30,3.3
765800,30,1.3
765900,30,0.0
766000,30,0.0
766100,30,0.0
766200,30,0.0
766300,30,0.0
766400,30,0.0
766500,90,0.0
766600,90,9.8
766700,90,23.5
766800,90,30.7
766900,90,34.2
767000,90,36.5
767100,90,37.2
767200,90,36.6
767300,90,36.7
767400,90,36.1
767500,90,36.0
767600,90,36.6
767700,90,36.5
767800,90,35.5
767900,90,36.0
768000,150,36.5
768100,150,42.9
768200,150,48.0
768300,150,48.9
768400,150,49.9
768500,150,50.1
768600,150,48.9
768700,150,49.0
768800,150,48.9
768900,150,49.1
769000,150,50.0
769100,150,49.9
769200,150,49.6
769300,150,50.4
769400,150,50.3
769500,90,49.9
769600,90,46.9
769700,90,42.7
769800,90,38.9
769900,90,37.5
770000,90,36.2
770100,90,36.0
770200,90,36.5
770300,90,36.2
770400,90,34.8
770500,90,34.8
770600,90,35.5
770700,90,35.7
770800,90,36.2
770900,90,36.9
771000,150,37.1
771100,150,43.4
771200,150,48.2
771300,150,49.4
771400,150,49.2
771500,150,48.7
771600,150,49.6
771700,150,50.1
771800,150,49.5
771900,150,50.3
772000,150,50.4
772100,150,50.0
772200,150,50.5
772300,150,50.5
772400,150,50.0
772500,30,49.9
772600,30,42.9
772700,30,31.1
772800,30,22.6
772900,30,15.2
773000,30,9.2
773100,30,4.3
773200,30,0.5
773300,30,0.0
773400,30,0.0
773500,30,0.0
773600,30,0.0
773700,30,0.0
773800,30,0.0
773900,30,0.0
774000,60,0.0
774100,60,3.4
774200,60,9.2
774300,60,13.1
774400,60,15.6
774500,60,16.6
774600,60,17.3
774700,60,18.2
774800,60,20.0
774900,60,21.0
775000,60,21.4
775100,60,21.9
775200,60,21.9
775300,60,21.9
775400,60,22.2
775500,30,22.2
775600,30,18.7
775700,30,13.1
775800,30,9.1
775900,30,5.9
776000,30,3.6
776100,30,1.7
776200,30,0.0
776300,30,0.0
776400,30,0.0
776500,30,0.0
776600,30,0.0
776700,30,0.0
776800,30,0.0
776900,30,0.0
777000,150,0.0
777100,150,22.2
777200,150,43.1
777300,150,47.8
777400,150,48.0
777500,150,48.7
777600,150,48.9
777700,150,49.7
777800,150,49.7
777900,150,49.6
778000,150,50.1
778100,150,50.1
778200,150,49.7
778300,150,50.4
778400,150,50.3
778500,60,49.0
778600,60,43.6
778700,60,35.2
778800,60,29.5
778900,60,25.5
779000,60,23.0
779100,60,21.2
779200,60,19.3
779300,60,18.4
779400,60,18.6
779500,60,19.5
779600,60,20.3
779700,60,20.7
779800,60,21.3
779900,60,21.8
780000,120,22.1
780100,120,31.1
780200,120,40.4
780300,120,43.2
780400,120,45.0
780500,120,44.9
780600,120,44.0
780700,120,44.4
780800,120,44.3
780900,120,45.5
781000,120,45.2
781100,120,45.3
781200,120,45.4
781300,120,46.0
781400,120,45.4
781500,150,46.3
781600,150,47.6
781700,150,49.1
781800,150,49.6
781900,150,49.2
782000,150,48.5
782100,150,48.6
782200,150,49.0
782300,150,49.0
782400,150,50.0
782500,150,50.1
782600,150,49.6
782700,150,50.3
782800,150,50.4
782900,150,49.2
783000,120,49.1
783100,120,46.9
783200,120,45.3
783300,120,46.3
783400,120,45.7
783500,120,45.7
783600,120,45.9
783700,120,46.0
783800,120,45.5
783900,120,46.0
784000,120,45.5
784100,120,45.9
784200,120,45.9
784300,120,45.4
784400,120,45.2
784500,150,43.6
784600,150,45.4
784700,150,48.1
784800,150,49.4
784900,150,49.5
785000,150,50.4
785100,150,50.5
785200,150,49.9
785300,150,50.4
785400,150,49.9
785500,150,48.9
785600,150,49.4
785700,150,49.9
785800,150,49.7
785900,150,50.1
786000,30,50.4
786100,30,44.1
786200,30,34.3
786300,30,25.8
786400,30,18.9
786500,30,14.0
786600,30,9.9
786700,30,6.8
786800,30,4.7
786900,30,3.1
787000,30,1.7
787100,30,0.6
787200,30,0.0
787300,30,0.0
787400,30,0.0
787500,60,0.0
787600,60,4.7
787700,60,11.6
787800,60,15.9
787900,60,18.9
788000,60,20.4
788100,60,20.4
788200,60,20.5
788300,60,20.5
788400,60,20.0
788500,60,19.1
788600,60,17.9
788700,60,17.0
788800,60,16.6
788900,60,16.7
789000,90,17.1
789100,90,23.0
789200,90,30.0
789300,90,32.9
789400,90,35.3
789500,90,36.6
789600,90,37.0
789700,90,37.5
789800,90,37.9
789900,90,37.6
790000,90,38.1
790100,90,37.9
790200,90,36.5
790300,90,36.1
790400,90,35.2
790500,150,35.7
790600,150,42.1
790700,150,47.1
790800,150,49.2
790900,150,50.0
791000,150,49.9
791100,150,50.4
791200,150,50.5
791300,150,50.3
791400,150,50.5
791500,150,49.6
791600,150,48.3
791700,150,48.0
791800,150,48.0
791900,150,48.5
792000,30,49.4
792100,30,43.6
792200,30,33.0
792300,30,25.1
792400,30,18.7
792500,30,13.4
792600,30,9.6
792700,30,6.3
792800,30,3.4
792900,30,1.4
793000,30,0.1
793100,30,0.0
793200,30,0.0
793300,30,0.0
793400,30,0.0
793500,60,0.0
793600,60,4.1
793700,60,11.1
793800,60,15.6
793900,60,18.2
794000,60,20.3
794100,60,21.3
794200,60,21.8
794300,60,22.2
794400,60,21.7
794500,60,20.9
794600,60,20.7
794700,60,20.3
794800,60,19.6
794900,60,19.9
795000,150,20.4
795100,150,33.5
795200,150,46.0
795300,150,49.1
795400,150,49.6
795500,150,50.6
795600,150,50.6
795700,150,50.0
795800,150,50.6
795900,150,50.8
796000,150,49.6
796100,150,49.1
796200,150,48.0
796300,150,48.1
796400,150,49.5
796500,60,49.7
796600,60,44.9
796700,60,37.8
796800,60,32.7
796900,60,29.8
797000,60,27.6
797100,60,26.0
797200,60,25.4
797300,60,24.6
797400,60,23.7
797500,60,22.7
797600,60,21.3
797700,60,20.3
797800,60,19.8
797900,60,19.0
798000,30,18.7
798100,30,15.7
798200,30,9.8
798300,30,5.5
798400,30,2.0
798500,30,0.0
798600,30,0.0
798700,30,0.0
798800,30,0.0
798900,30,0.0
799000,30,0.0
799100,30,0.0
799200,30,0.0
799300,30,0.0
799400,30,0.0
799500,120,0.0
799600,120,16.6
799700,120,34.9
799800,120,41.3
799900,120,43.7
800000,120,44.5
800100,120,46.3
800200,120,45.8
800300,120,45.7
800400,120,45.9
800500,120,45.9
800600,120,45.4
800700,120,45.8
800800,120,43.4
800900,120,41.6
801000,90,42.6
801100,90,41.5
801200,90,38.3
801300,90,38.0
801400,90,38.3
801500,90,38.0
801600,90,38.5
801700,90,38.5
801800,90,38.1
801900,90,38.5
802000,90,38.4
802100,90,37.2
802200,90,37.0
802300,90,36.4
802400,90,36.2
802500,60,37.1
802600,60,34.7
802700,60,30.2
802800,60,27.8
802900,60,26.0
803000,60,24.9
803100,60,24.6
803200,60,24.2
803300,60,24.2
803400,60,24.1
803500,60,23.9
803600,60,24.1
803700,60,24.0
803800,60,23.9
803900,60,24.1
804000,150,23.9
804100,150,34.9
804200,150,45.5
804300,150,46.8
804400,150,47.2
804500,150,48.7
804600,150,49.5
804700,150,49.2
804800,150,50.4
804900,150,50.5
805000,150,50.0
805100,150,50.6
805200,150,50.5
805300,150,49.2
805400,150,49.1
805500,90,49.1
805600,90,45.5
805700,90,42.0
805800,90,39.7
805900,90,38.3
806000,90,38.4
806100,90,38.3
806200,90,37.8
806300,90,38.4
806400,90,38.0
806500,90,38.5
806600,90,38.3
806700,90,36.7
806800,90,35.1
806900,90,32.5
807000,30,30.9
807100,30,25.5
807200,30,15.9
807300,30,8.8
807400,30,3.2
807500,30,0.1
807600,30,0.0
807700,30,0.0
807800,30,0.0
807900,30,0.0
808000,30,0.0
808100,30,0.0
808200,30,0.0
808300,30,0.0
808400,30,0.0
808500,150,0.0
808600,150,21.7
808700,150,42.1
808800,150,47.2
808900,150,49.6
809000,150,50.4
809100,150,50.1
809200,150,50.5
809300,150,50.6
809400,150,50.0
809500,150,49.9
809600,150,48.9
809700,150,49.5
809800,150,50.0
809900,150,49.9
810000,30,50.4
810100,30,44.6
810200,30,34.1
810300,30,25.9
810400,30,18.5
810500,30,13.0
810600,30,9.1
810700,30,6.3
810800,30,3.7
810900,30,2.0
811000,30,0.1
811100,30,0.0
811200,30,0.0
811300,30,0.0
811400,30,0.0
811500,90,0.0
811600,90,11.0
811700,90,24.7
811800,90,31.8
811900,90,35.1
812000,90,35.3
812100,90,34.2
812200,90,32.9
812300,90,32.1
812400,90,33.2
812500,90,34.1
812600,90,35.2
812700,90,35.8
812800,90,36.1
812900,90,37.4
813000,150,37.9
813100,150,43.0
813200,150,48.7
813300,150,50.0
813400,150,49.7
813500,150,49.5
813600,150,49.0
813700,150,48.3
813800,150,49.5
813900,150,50.0
814000,150,49.5
814100,150,50.3
814200,150,50.5
814300,150,50.1
814400,150,50.6
814500,90,50.9
814600,90,46.6
814700,90,39.9
814800,90,34.8
814900,90,31.6
815000,90,31.9
815100,90,32.8
815200,90,33.4
815300,90,34.8
815400,90,35.5
815500,90,36.5
815600,90,37.8
815700,90,38.0
815800,90,37.8
815900,90,38.3
816000,60,37.9
816100,60,35.6
816200,60,31.4
816300,60,27.8
816400,60,25.3
816500,60,23.3
816600,60,21.7
816700,60,20.8
816800,60,20.8
816900,60,21.0
817000,60,21.7
817100,60,22.1
817200,60,22.3
817300,60,22.7
817400,60,22.4
817500,120,22.3
817600,120,31.2
817700,120,40.7
817800,120,43.7
817900,120,45.8
818000,120,46.6
818100,120,45.3
818200,120,45.8
818300,120,44.1
818400,120,42.1
818500,120,42.2
818600,120,42.9
818700,120,43.6
818800,120,44.8
818900,120,45.5
819000,90,45.9
819100,90,43.6
819200,90,40.6
819300,90,39.8
819400,90,39.3
819500,90,38.3
819600,90,37.5
819700,90,36.4
819800,90,35.1
819900,90,35.5
820000,90,36.1
820100,90,36.4
820200,90,37.1
820300,90,37.2
820400,90,37.2
820500,150,38.0
820600,150,43.7
820700,150,48.3
820800,150,50.1
820900,150,50.6
821000,150,48.7
821100,150,46.4
821200,150,45.5
821300,150,45.8
821400,150,47.1
821500,150,48.7
821600,150,49.5
821700,150,50.5
821800,150,50.6
821900,150,50.3
822000,120,50.8
822100,120,49.2
822200,120,46.8
822300,120,45.3
822400,120,44.3
822500,120,44.8
822600,120,45.8
822700,120,45.9
822800,120,45.8
822900,120,46.2
823000,120,45.4
823100,120,45.9
823200,120,46.0
823300,120,45.5
823400,120,45.8
823500,90,44.9
823600,90,40.2
823700,90,36.4
823800,90,34.7
823900,90,34.2
824000,90,35.2
824100,90,36.0
824200,90,36.2
824300,90,37.5
824400,90,37.9
824500,90,37.8
824600,90,38.0
824700,90,38.0
824800,90,37.9
824900,90,38.3
825000,60,37.8
825100,60,33.3
825200,60,28.4
825300,60,24.1
825400,60,21.9
825500,60,21.4
825600,60,21.3
825700,60,21.4
825800,60,21.8
825900,60,21.8
826000,60,21.8
826100,60,21.9
826200,60,21.9
826300,60,22.7
826400,60,23.2
826500,90,23.0
826600,90,27.2
826700,90,32.7
826800,90,34.9
826900,90,37.0
827000,90,37.8
827100,90,36.6
827200,90,33.8
827300,90,31.1
827400,90,30.1
827500,90,29.8
827600,90,30.5
827700,90,31.4
827800,90,33.3
827900,90,35.7
828000,60,36.4
828100,60,34.6
828200,60,30.9
828300,60,28.2
828400,60,26.8
828500,60,25.6
828600,60,24.6
828700,60,24.2
828800,60,23.9
828900,60,24.0
829000,60,24.0
829100,60,23.6
829200,60,23.1
829300,60,21.9
829400,60,21.0
829500,90,20.5
829600,90,24.4
829700,90,29.8
829800,90,33.7
829900,90,35.8
830000,90,36.6
830100,90,37.5
830200,90,37.9
830300,90,38.0
830400,90,38.6
830500,90,38.6
830600,90,38.1
830700,90,38.6
830800,90,38.3
830900,90,36.7
831000,60,34.9
831100,60,30.5
831200,60,24.0
831300,60,19.9
831400,60,18.0
831500,60,17.0
831600,60,17.2
831700,60,17.9
831800,60,18.9
831900,60,20.4
832000,60,20.5
832100,60,20.9
832200,60,21.7
832300,60,21.9
832400,60,22.6
832500,30,23.0
832600,30,19.6
832700,30,14.2
832800,30,9.4
832900,30,5.9
833000,30,2.7
833100,30,0.1
833200,30,0.0
833300,30,0.0
833400,30,0.0
833500,30,0.0
833600,30,0.0
833700,30,0.0
833800,30,0.0
833900,30,0.0
834000,150,0.0
834100,150,22.4
834200,150,43.4
834300,150,48.7
834400,150,49.4
834500,150,49.2
834600,150,48.9
834700,150,48.3
834800,150,49.6
834900,150,50.1
835000,150,49.7
835100,150,50.6
835200,150,50.3
835300,150,50.6
835400,150,50.5
835500,30,49.9
835600,30,42.3
835700,30,26.8
835800,30,14.5
835900,30,4.8
836000,30,-0.1
836100,30,0.0
836200,30,0.0
836300,30,0.0
836400,30,0.0
836500,30,0.0
836600,30,0.0
836700,30,0.0
836800,30,0.0
836900,30,0.0
