t_ms,pwm_heater,temp_C
27201,180,41.25
27301,180,41.25
27401,180,41.25
27501,180,41.25
27601,180,41.25
27701,180,41.57
27801,180,41.57
27901,180,41.57
28001,180,41.88
28101,180,41.88
28201,180,41.88
28301,180,41.88
28401,180,41.88
28501,180,41.88
28601,180,41.88
28701,180,42.20
28801,180,42.20
28901,180,42.51
29001,180,42.51
29101,180,42.51
29201,180,42.51
29301,180,42.82
29401,180,42.82
29501,180,42.82
29601,180,42.82
29701,180,43.13
29801,180,43.13
29901,180,43.13
30001,180,43.13
30101,180,43.13
30201,180,43.43
30301,180,43.43
30401,180,43.43
30501,180,43.43
30601,180,43.43
30701,180,43.43
30801,180,43.73
30901,180,43.73
31001,180,43.73
31101,180,44.03
31201,180,44.03
31301,180,44.03
31401,180,44.03
31501,180,44.33
31601,180,44.33
31701,180,44.33
31801,180,44.33
31901,180,44.62
32001,180,44.62
32101,180,44.62
32201,180,44.62
32301,180,44.62
32401,180,44.91
32501,180,44.91
32601,180,44.91
32701,180,44.91
32801,180,44.91
32901,180,45.20
33001,180,45.20
33101,180,45.20
33201,180,45.20
33301,180,45.20
33401,180,45.49
33501,180,45.49
33601,180,45.49
33701,180,45.78
33801,180,45.78
33901,180,45.78
34001,180,46.06
34101,180,46.06
34201,180,46.06
34301,180,46.06
34401,180,46.34
34501,180,46.34
34601,180,46.34
34701,180,46.34
34801,180,46.34
34901,180,46.34
35001,180,46.62
35101,180,46.62
35201,180,46.62
35301,180,46.62
35401,180,46.62
35501,180,46.90
35601,180,46.90
35701,180,47.17
35801,180,47.17
35901,180,47.17
36001,180,47.17
36101,180,47.17
36201,180,47.45
36301,180,47.45
36401,180,47.72
36501,180,47.72
36601,180,47.72
36701,180,47.72
36801,180,47.72
36901,180,47.99
37001,180,47.99
37101,180,47.99
37201,180,47.99
37301,180,48.26
37401,180,48.26
37501,180,48.26
37601,180,48.26
37701,180,48.26
37801,180,48.52
37901,180,48.52
38001,180,48.52
38101,180,48.79
38201,180,48.79
38301,180,48.79
38401,180,49.05
38501,180,49.05
38601,180,49.05
38701,180,49.05
38801,180,49.31
38901,180,49.31
39001,180,49.31
39101,180,49.31
39201,180,49.57
39301,180,49.57
39401,180,49.83
39501,180,49.57
39601,180,49.83
39701,180,49.83
39801,180,49.83
39901,180,49.83
40001,180,49.83
40101,180,50.08
40201,180,50.08
40301,180,50.08
40401,180,50.34
40501,180,50.34
40601,180,50.34
40701,180,50.34
40801,180,50.59
40901,180,50.59
41001,180,50.59
41101,180,50.84
41201,180,50.84
41301,180,50.84
41401,180,50.84
41501,180,51.09
41601,180,51.09
41701,180,51.09
41801,180,51.34
41901,180,51.34
42001,180,51.34
42101,180,51.34
42201,180,51.34
42301,180,51.59
42401,180,51.59
42501,180,51.59
42601,180,51.59
42701,180,51.84
42801,180,51.84
42901,180,51.84
43001,180,51.84
43101,180,52.08
43201,180,52.08
43301,180,52.32
43401,180,52.32
43501,180,52.32
43601,180,52.32
43701,180,52.57
43801,180,52.57
43901,180,52.57
44001,180,52.57
44101,180,52.81
44201,180,53.04
44301,180,53.04
44401,180,53.04
44501,180,53.04
44601,180,53.04
44701,180,53.04
44801,180,53.04
44901,180,53.28
45001,180,53.28
45101,180,53.28
45201,180,53.52
45301,180,53.52
45401,180,53.52
45501,180,53.75
45601,180,53.75
45701,180,53.75
45801,180,53.75
45901,180,53.99
46001,180,53.99
46101,180,53.99
46201,180,54.22
46301,180,54.22
46401,180,54.22
46501,180,54.45
46601,180,54.22
46701,180,54.45
46801,180,54.45
46901,180,54.68
47001,180,54.45
47101,180,54.68
47201,180,54.68
47301,180,54.68
47401,180,54.91
47501,180,54.91
47601,180,54.91
47701,180,55.14
47801,180,55.14
47901,180,55.14
48001,180,55.37
48101,180,55.37
48201,180,55.37
48301,180,55.37
48401,180,55.59
48501,180,55.59
48601,180,55.82
48701,180,55.82
48801,180,55.82
48901,180,55.82
49001,180,55.82
49101,180,56.04
49201,180,56.04
49301,180,56.04
49401,180,56.27
49501,180,56.27
49601,180,56.27
49701,180,56.49
49801,180,56.49
49901,180,56.49
50001,180,56.49
50101,180,56.71
50201,180,56.71
50301,180,56.71
50401,180,56.93
50501,180,56.93
50601,180,56.93
50701,180,57.15
50801,180,57.15
50901,180,57.15
51001,180,57.36
51101,180,57.36
51201,180,57.36
51301,180,57.58
51401,180,57.58
51501,180,57.58
51601,180,57.80
51701,180,57.58
51801,180,57.80
51901,180,57.80
52001,180,57.80
52101,180,58.01
52201,180,58.01
52301,180,58.01
52401,180,58.01
52501,180,58.23
52601,180,58.23
52701,180,58.23
52801,180,58.44
52901,180,58.44
53001,180,58.65
53101,180,58.65
53201,180,58.65
53301,180,58.65
53401,180,58.86
53501,180,58.86
53601,180,58.86
53701,180,59.07
53801,180,59.07
53901,180,59.07
54001,180,59.07
54101,180,59.28
54201,180,59.28
54301,180,59.49
54401,180,59.28
54501,180,59.49
54601,180,59.49
54701,180,59.49
54801,180,59.70
54901,180,59.90
55001,180,59.70
55101,180,59.90
55201,180,59.90
55301,180,60.11
55401,180,60.11
55501,180,60.11
55601,180,60.32
55701,180,60.32
55801,180,60.32
55901,180,60.32
56001,180,60.32
56101,180,60.52
56201,180,60.52
56301,180,60.72
56401,180,60.72
56501,180,60.72
56601,180,60.72
56701,180,60.72
56801,180,60.93
56901,180,60.93
57001,180,60.93
57101,180,61.13
57201,180,61.13
57301,180,61.13
57401,180,61.33
57501,180,61.33
57601,180,61.33
57701,180,61.53
57801,180,61.53
57901,180,61.53
58001,180,61.73
58101,180,61.73
58201,180,61.73
58301,180,61.93
58401,180,61.93
58501,180,61.93
58601,180,62.13
58701,180,62.13
58801,180,62.32
58901,180,62.32
59001,180,62.32
59101,180,62.32
59201,180,62.52
59301,180,62.52
59401,180,62.52
59501,180,62.52
59601,180,62.72
59701,180,62.72
59801,180,62.72
59901,180,62.91
60001,180,62.91
60101,180,62.91
60201,180,62.91
60301,180,63.11
60401,180,63.30
60501,180,63.11
60601,180,63.30
60701,180,63.30
60801,180,63.50
60901,180,63.50
61001,180,63.69
61101,180,63.69
61201,180,63.69
61301,180,63.69
61401,180,63.88
61501,180,63.88
61601,180,63.88
61701,180,64.07
61801,180,64.07
61901,180,64.07
62001,180,64.07
62101,180,64.26
62201,180,64.26
62301,180,64.26
62401,180,64.45
62501,180,64.45
62601,180,64.45
62701,180,64.45
62801,180,64.64
62901,180,64.64
63001,180,64.83
63101,180,64.83
63201,180,64.83
63301,180,65.02
63401,180,65.02
63501,180,65.02
63601,180,65.21
63701,180,65.21
63801,180,65.21
63901,180,65.39
64001,180,65.39
64101,180,65.39
64201,180,65.58
64301,180,65.58
64401,180,65.58
64501,180,65.77
64601,180,65.77
64701,180,65.77
64801,180,65.77
64901,180,65.95
65001,180,65.95
65101,180,65.95
65201,180,66.14
65301,180,66.14
65401,180,66.14
65501,180,66.32
65601,180,66.32
65701,180,66.32
65801,180,66.50
65901,180,66.50
66001,180,66.50
66101,180,66.69
66201,180,66.69
66301,180,66.69
66401,180,66.87
66501,180,66.87
66601,180,66.87
66701,180,67.05
66801,180,67.05
66901,180,67.05
67001,180,67.23
67101,180,67.23
67201,180,67.23
67301,180,67.41
67401,180,67.41
67501,180,67.41
67601,180,67.41
67701,180,67.59
67801,180,67.59
67901,180,67.59
68001,180,67.77
68101,180,67.95
68201,180,67.77
68301,180,67.95
68401,180,67.95
68501,180,68.13
68601,180,68.13
68701,180,68.13
68801,180,68.31
68901,180,68.31
69001,180,68.49
69101,180,68.49
69201,180,68.49
69301,180,68.49
69401,180,68.67
69501,180,68.67
69601,180,68.67
69701,180,68.84
69801,180,68.84
69901,180,69.02
70001,180,69.02
70101,180,69.02
70201,180,69.02
70301,180,69.19
70401,180,69.19
70501,180,69.19
70601,180,69.37
70701,180,69.37
70801,180,69.37
70901,180,69.55
71001,180,69.55
71101,180,69.55
71201,180,69.72
71301,180,69.72
71401,180,69.89
71501,180,69.89
71601,180,69.89
71701,180,69.89
71801,180,70.07
71901,180,70.07
72001,180,70.07
72101,180,70.24
72201,180,70.24
72301,180,70.24
72401,180,70.41
72501,180,70.41
72601,180,70.41
72701,180,70.59
72801,180,70.59
72901,180,70.59
73001,180,70.76
73101,180,70.76
73201,180,70.76
73301,180,70.93
73401,180,70.93
73501,180,71.10
73601,180,71.10
73701,180,71.10
73801,180,71.27
73901,180,71.27
74001,180,71.27
74101,180,71.44
74201,180,71.44
74301,180,71.44
74401,180,71.61
74501,180,71.61
74601,180,71.61
74701,180,71.78
74801,180,71.78
74901,180,71.78
75001,180,71.95
75101,180,71.95
75201,180,71.95
75301,180,71.95
75401,180,72.12
75501,180,72.12
75601,180,72.12
75701,180,72.29
75801,180,72.29
75901,180,72.29
76001,180,72.45
76101,180,72.62
76201,180,72.62
76301,180,72.62
76401,180,72.62
76501,180,72.79
76601,180,72.96
76701,180,72.79
76801,180,72.96
76901,180,72.96
77001,180,73.12
77101,180,73.12
77201,180,73.12
77301,180,73.12
77401,180,73.29
77501,180,73.29
77601,180,73.29
77701,180,73.45
77801,180,73.45
77901,180,73.45
78001,180,73.62
78101,180,73.62
78201,180,73.78
78301,180,73.78
78401,180,73.78
78501,180,73.95
78601,180,73.95
78701,180,73.95
78801,180,74.11
78901,180,74.11
79001,180,74.28
79101,180,74.28
79201,180,74.28
79301,180,74.44
79401,180,74.44
79501,180,74.44
79601,180,74.44
79701,180,74.60
79801,180,74.60
79901,180,74.77
80001,180,74.77
80101,180,74.77
80201,180,74.93
80301,180,74.93
80401,180,74.93
80501,180,75.09
80601,180,75.09
80701,180,75.09
80801,180,75.25
80901,180,75.25
81001,180,75.42
81101,180,75.42
81201,180,75.58
81301,180,75.58
81401,180,75.58
81501,180,75.58
81601,180,75.74
81701,180,75.74
81801,180,75.90
81901,180,75.90
82001,180,75.90
82101,180,76.06
82201,180,75.90
82301,180,76.06
82401,180,76.06
82501,180,76.22
82601,180,76.22
82701,180,76.22
82801,180,76.38
82901,180,76.38
83001,180,76.54
83101,180,76.54
83201,180,76.54
83301,180,76.70
83401,180,76.70
83501,180,76.86
83601,180,76.86
83701,180,76.86
83801,180,77.01
83901,180,77.01
84001,180,77.17
84101,180,77.17
84201,180,77.17
84301,180,77.17
84401,180,77.33
84501,180,77.33
84601,180,77.33
84701,180,77.33
84801,180,77.49
84901,180,77.49
85001,180,77.49
85101,180,77.65
85201,180,77.80
85301,180,77.80
85401,180,77.80
85501,180,77.96
85601,180,77.96
85701,180,77.96
85801,180,77.96
85901,180,78.12
86001,180,78.12
86101,180,78.27
86201,180,78.27
86301,180,78.43
86401,180,78.43
86501,180,78.43
86601,180,78.43
86701,180,78.43
86801,180,78.58
86901,180,78.58
87001,180,78.58
87101,180,78.74
87201,180,78.74
87301,180,78.90
87401,180,78.90
87501,180,78.90
87601,180,79.05
87701,180,79.05
87801,180,79.21
87901,180,79.21
88001,180,79.21
88101,180,79.36
88201,180,79.36
88301,180,79.51
88401,180,79.51
88501,180,79.51
88601,180,79.67
88701,180,79.67
88801,180,79.67
88901,180,79.67
89001,180,79.82
89101,180,79.82
89201,180,79.82
89301,180,79.98
89401,180,79.98
89501,180,79.98
89601,180,80.13
89701,180,80.13
89801,180,80.13
89901,180,80.28
90001,180,80.28
90101,180,80.28
90201,180,80.44
90301,180,80.44
90401,180,80.59
90501,180,80.59
90601,180,80.59
90701,180,80.74
90801,180,80.74
90901,180,80.74
91001,180,80.89
91101,180,80.89
91201,180,80.89
91301,180,81.04
91401,180,81.04
91501,180,81.04
91601,180,81.20
91701,180,81.20
91801,180,81.20
91901,180,81.35
92001,180,81.35
92101,180,81.35
92201,180,81.50
92301,180,81.50
92401,180,81.65
92501,180,81.65
92601,180,81.65
92701,180,81.80
92801,180,81.80
92901,180,81.80
93001,180,81.95
93101,180,81.95
93201,180,82.10
93301,180,82.10
93401,180,82.10
93501,180,82.10
93601,180,82.25
93701,180,82.25
93801,180,82.25
93901,180,82.40
94001,180,82.40
94101,180,82.55
94201,180,82.55
94301,180,82.55
94401,180,82.70
94501,180,82.70
94601,180,82.70
94701,180,82.70
94801,180,82.85
94901,180,82.85
95001,180,83.00
95101,180,83.00
95201,180,83.00
95301,180,83.15
95401,180,83.15
95501,180,83.15
95601,180,83.30
95701,180,83.30
95801,180,83.30
95901,180,83.45
96001,180,83.45
96101,180,83.45
96201,180,83.60
96301,180,83.60
96401,180,83.60
96501,180,83.75
96601,180,83.75
96701,180,83.75
96801,180,83.89
96901,180,83.89
97001,180,83.89
97101,180,83.89
97201,180,84.04
97301,180,84.04
97401,180,84.04
97501,180,84.19
97601,180,84.19
97701,180,84.19
97801,180,84.34
97901,180,84.34
98001,180,84.49
98101,180,84.49
98201,180,84.49
98301,180,84.63
98401,180,84.63
98501,180,84.63
98601,180,84.78
98701,180,84.78
98801,180,84.93
98901,180,84.93
99001,180,84.93
99101,180,85.07
99201,180,85.07
99301,180,85.07
99401,180,85.07
99501,180,85.22
99601,180,85.22
99701,180,85.22
99801,180,85.37
99901,180,85.37
100001,180,85.51
100101,180,85.51
100201,180,85.51
100301,180,85.66
100401,180,85.66
100501,180,85.81
100601,180,85.81
100701,180,85.81
100801,180,85.95
100901,180,85.95
101001,180,85.95
101101,180,86.10
101201,180,86.10
101301,180,86.24
101401,180,86.24
101501,180,86.24
101601,180,86.39
101701,180,86.39
101801,180,86.39
101901,180,86.53
102001,180,86.53
102101,180,86.53
102201,180,86.53
102301,180,86.68
102401,180,86.68
102501,180,86.83
102601,180,86.83
102701,180,86.83
102801,180,86.97
102901,180,86.97
103001,180,86.97
103101,180,87.11
103201,180,87.11
103301,180,87.26
103401,180,87.26
103501,180,87.26
103601,180,87.40
103701,180,87.40
103801,180,87.55
103901,180,87.55
104001,180,87.55
104101,180,87.55
104201,180,87.69
104301,180,87.69
104401,180,87.84
104501,180,87.84
104601,180,87.84
104701,180,87.84
104801,180,87.98
104901,180,87.98
105001,180,88.12
105101,180,88.12
105201,180,88.12
105301,180,88.12
105401,180,88.12
105501,180,88.27
105601,180,88.27
105701,180,88.41
105801,180,88.41
105901,180,88.41
106001,180,88.56
106101,180,88.56
106201,180,88.56
106301,180,88.70
106401,180,88.70
106501,180,88.84
106601,180,88.84
106701,180,88.84
106801,180,88.99
106901,180,88.99
107001,180,88.99
107101,180,89.13
107201,180,89.13
107301,180,89.13
107401,180,89.13
107501,180,89.13
107601,180,89.27
107701,180,89.27
107801,180,89.27
107901,180,89.27
108001,180,89.41
108101,180,89.56
108201,180,89.41
108301,180,89.56
108401,180,89.56
108501,180,89.70
108601,180,89.70
108701,180,89.84
108801,180,89.84
108901,180,89.84
109001,180,89.98
109101,180,89.98
109201,180,89.98
109301,180,90.13
109401,180,90.13
109501,180,90.13
109601,180,90.27
109701,180,90.27
109801,180,90.27
109901,180,90.27
110001,180,90.41
110101,180,90.41
110201,180,90.55
110301,180,90.55
110401,180,90.55
110501,180,90.69
110601,180,90.69
110701,180,90.69
110801,180,90.84
110901,180,90.84
111001,180,90.84
111101,180,90.98
111201,180,90.98
111301,180,91.12
111401,180,91.12
111501,180,91.26
111601,180,91.26
111701,180,91.26
111801,180,91.40
111901,180,91.40
112001,180,91.40
112101,180,91.54
112201,180,91.54
112301,180,91.54
112401,180,91.68
112501,180,91.68
112601,180,91.68
112701,180,91.83
112801,180,91.83
112901,180,91.83
113001,180,91.97
113101,180,91.97
113201,180,91.97
113301,180,92.11
113401,180,92.11
113501,180,92.11
113601,180,92.25
113701,180,92.25
113801,180,92.39
113901,180,92.39
114001,180,92.39
114101,180,92.39
114201,180,92.53
114301,180,92.53
114401,180,92.53
114501,180,92.67
114601,180,92.67
114701,180,92.81
114801,180,92.81
114901,180,92.95
115001,180,92.81
115101,180,92.95
115201,180,92.95
115301,180,93.09
115401,180,93.09
115501,180,93.09
115601,180,93.09
115701,180,93.23
115801,180,93.23
115901,180,93.37
116001,180,93.37
116101,180,93.37
116201,180,93.51
116301,180,93.51
116401,180,93.65
116501,180,93.65
116601,180,93.65
116701,180,93.65
116801,180,93.79
116901,180,93.79
117001,180,93.93
117101,180,93.93
117201,180,93.93
117301,180,94.07
117401,180,94.07
117501,180,94.07
117601,180,94.07
117701,180,94.21
117801,180,94.21
117901,180,94.21
118001,180,94.35
118101,180,94.35
118201,180,94.49
118301,180,94.49
118401,180,94.49
118501,180,94.63
118601,180,94.63
118701,180,94.63
118801,180,94.77
118901,180,94.77
119001,180,94.77
119101,180,94.91
119201,180,94.91
119301,180,95.05
119401,180,95.05
119501,180,95.05
119601,180,95.19
119701,180,95.19
119801,180,95.19
119901,180,95.19
120001,180,95.33
120101,180,95.33
120201,180,95.33
120301,180,95.47
120401,180,95.47
120501,180,95.61
120601,180,95.61
120701,180,95.61
120801,180,95.61
120901,180,95.75
121001,180,95.75
121101,180,95.75
121201,180,95.89
121301,180,95.89
121401,180,96.02
121501,180,96.02
121601,180,96.02
121701,180,96.16
121801,180,96.16
121901,180,96.16
122001,180,96.16
122101,180,96.30
122201,180,96.30
122301,180,96.44
122401,180,96.44
122501,180,96.44
122601,180,96.44
122701,180,96.58
122801,180,96.58
122901,180,96.58
123001,180,96.72
123101,180,96.72
123201,180,96.72
123301,180,96.86
123401,180,96.86
123501,180,96.86
123601,180,97.00
123701,180,97.00
123801,180,97.14
123901,180,97.14
124001,180,97.14
124101,180,97.27
124201,180,97.27
124301,180,97.27
124401,180,97.27
124501,180,97.41
124601,180,97.41
124701,180,97.55
124801,180,97.55
124901,180,97.55
125001,180,97.55
125101,180,97.69
125201,180,97.69
125301,180,97.83
125401,180,97.83
125501,180,97.83
125601,180,97.97
125701,180,97.97
125801,180,97.97
125901,180,98.11
126001,180,98.11
126101,180,98.11
126201,180,98.11
126301,180,98.24
126401,180,98.24
126501,180,98.38
126601,180,98.38
126701,180,98.38
126801,180,98.52
126901,180,98.52
127001,180,98.52
127101,180,98.52
127201,180,98.66
127301,180,98.66
127401,180,98.66
127501,180,98.66
127601,180,98.80
127701,180,98.80
127801,180,98.80
127901,180,98.94
128001,180,98.94
128101,180,98.94
128201,180,99.07
128301,180,99.07
128401,180,99.07
128501,180,99.21
128601,180,99.21
128701,180,99.21
128801,180,99.35
128901,180,99.35
129001,180,99.49
129101,180,99.49
129201,180,99.49
129301,180,99.63
129401,180,99.63
129501,180,99.63
129601,180,99.63
129701,180,99.77
129801,180,99.77
129901,180,99.90
130001,180,99.90
130101,180,99.90
130201,180,99.90
130301,180,100.04
130401,180,100.04
130501,180,100.04
130601,180,100.18
130701,180,100.18
130801,180,100.18
130901,180,100.32
131001,180,100.32
131101,180,100.32
131201,180,100.46
131301,180,100.46
131401,180,100.46
131501,180,100.59
131601,180,100.59
131701,180,100.73
131801,180,100.59
131901,180,100.73
132001,180,100.73
132101,180,100.73
132201,180,100.87
132301,180,100.87
132401,180,100.87
132501,180,101.01
132601,180,101.01
132701,180,101.01
132801,180,101.01
132901,180,101.15
133001,180,101.15
133101,180,101.15
133201,180,101.29
133301,180,101.29
133401,180,101.29
133501,180,101.42
133601,180,101.42
133701,180,101.42
133801,180,101.56
133901,180,101.56
134001,180,101.56
134101,180,101.70
134201,180,101.70
134301,180,101.70
134401,180,101.70
134501,180,101.84
134601,180,101.84
134701,180,101.84
134801,180,101.84
134901,180,101.98
135001,180,101.98
135101,180,101.98
135201,180,102.11
135301,180,102.11
135401,180,102.11
135501,180,102.25
135601,180,102.25
135701,180,102.25
135801,180,102.25
135901,180,102.39
136001,180,102.39
136101,180,102.53
136201,180,102.53
136301,180,102.53
136401,180,102.67
136501,180,102.67
136601,180,102.67
136701,180,102.67
136801,180,102.80
136901,180,102.80
137001,180,102.80
137101,180,102.94
137201,180,102.94
137301,180,102.94
137401,180,103.08
137501,180,102.94
137601,180,103.08
137701,180,103.08
137801,180,103.08
137901,180,103.22
138001,180,103.22
138101,180,103.36
138201,180,103.36
138301,180,103.36
138401,180,103.36
138501,180,103.50
138601,180,103.50
138701,180,103.63
138801,180,103.63
138901,180,103.63
139001,180,103.77
139101,180,103.77
139201,180,103.77
139301,180,103.77
139401,180,103.91
139501,180,103.91
139601,180,103.91
139701,180,104.05
139801,180,104.05
139901,180,104.05
140001,180,104.19
140101,180,104.19
140201,180,104.19
140301,180,104.33
140401,180,104.33
140501,180,104.33
140601,180,104.33
140701,180,104.46
140801,180,104.46
140901,180,104.46
141001,180,104.60
141101,180,104.60
141201,180,104.60
141301,180,104.60
141401,180,104.74
141501,180,104.74
141601,180,104.88
141701,180,104.88
141801,180,104.88
141901,180,104.88
142001,180,105.02
142101,180,105.02
142201,180,105.02
142301,180,105.16
142401,180,105.16
142501,180,105.16
142601,180,105.16
142701,180,105.29
142801,180,105.29
142901,180,105.29
143001,180,105.43
143101,180,105.43
143201,180,105.43
143301,180,105.57
143401,180,105.57
143501,180,105.57
143601,180,105.71
143701,180,105.71
143801,180,105.71
143901,180,105.85
144001,180,105.85
144101,180,105.85
144201,180,105.99
144301,180,105.85
144401,180,105.99
144501,180,105.99
144601,180,105.99
144701,180,106.13
144801,180,106.13
144901,180,106.13
145001,180,106.13
145101,180,106.26
145201,180,106.26
145301,180,106.26
145401,180,106.40
145501,180,106.40
145601,180,106.40
145701,180,106.54
145801,180,106.54
145901,180,106.54
146001,180,106.54
146101,180,106.68
146201,180,106.68
146301,180,106.82
146401,180,106.82
146501,180,106.82
146601,180,106.96
146701,180,106.96
146801,180,106.96
146901,180,106.96
147001,180,107.10
147101,180,107.10
147201,180,107.10
147301,180,107.24
147401,180,107.24
147501,180,107.24
147601,180,107.24
147701,180,107.38
147801,180,107.38
147901,180,107.38
148001,180,107.51
148101,180,107.51
148201,180,107.65
148301,180,107.65
148401,180,107.65
148501,180,107.65
148601,180,107.79
148701,180,107.79
148801,180,107.79
148901,180,107.93
149001,180,107.93
149101,180,107.93
149201,180,107.93
149301,180,108.07
149401,180,108.07
149501,180,108.07
149601,180,108.21
149701,180,108.21
149801,180,108.21
149901,180,108.35
150001,180,108.35
150101,180,108.35
150201,180,108.35
150301,180,108.49
150401,180,108.49
150501,180,108.49
150601,180,108.63
150701,180,108.63
150801,180,108.63
150901,180,108.77
151001,180,108.77
151101,180,108.77
151201,180,108.77
151301,180,108.91
151401,180,108.91
151501,180,109.05
151601,180,109.05
151701,180,109.05
151801,180,109.05
151901,180,109.05
152001,180,109.19
152101,180,109.19
152201,180,109.19
152301,180,109.33
152401,180,109.33
152501,180,109.33
152601,180,109.47
152701,180,109.47
152801,180,109.47
152901,180,109.47
153001,180,109.47
153101,180,109.61
153201,180,109.61
153301,180,109.61
153401,180,109.75
153501,180,109.75
153601,180,109.75
153701,180,109.89
153801,180,109.89
153901,180,109.89
154001,180,110.03
154101,180,110.03
154201,180,110.03
154301,180,110.17
154401,180,110.17
154501,180,110.17
154601,180,110.17
154701,180,110.17
154801,180,110.31
154901,180,110.31
155001,180,110.31
155101,180,110.45
155201,180,110.45
